Status ID,Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,churned
WLXPDC5752,0927-LCSMG,1,Q3,3,Churned,Yes,1,75,3331,Competitor,Competitor offered more data,1
LNECPK4288,8257-RZAHR,1,Q3,1,Churned,Yes,1,86,4049,Competitor,Competitor offered more data,1
THWZEN8212,0841-NULXI,1,Q3,1,Churned,Yes,1,71,3958,Other,Don't know,1
AMJFPU5934,7851-WZEKY,1,Q3,2,Churned,Yes,1,82,2414,Competitor,Competitor made better offer,1
KGEBYS2662,8844-TONUD,1,Q3,1,Churned,Yes,1,75,5295,Competitor,Competitor had better devices,1
MPKORZ6629,5868-CZJDR,1,Q3,2,Churned,Yes,1,85,3605,Attitude,Attitude of service provider,1
QQQLCX9791,0135-NMXAP,1,Q3,3,Churned,Yes,1,90,5671,Attitude,Attitude of support person,1
YTGHTQ9876,6270-OMFIW,1,Q3,2,Churned,Yes,1,91,4990,Attitude,Attitude of support person,1
VMXUKJ8354,0107-WESLM,1,Q3,2,Churned,Yes,1,66,3874,Attitude,Attitude of support person,1
QDFFIH2314,3992-YWPKO,1,Q3,1,Churned,Yes,1,69,5750,Competitor,Competitor had better devices,1
FPPZCV6391,0125-LZQXK,1,Q3,2,Churned,Yes,1,91,3025,Attitude,Attitude of service provider,1
JGZDKI6557,5673-FSSMF,1,Q3,3,Churned,Yes,1,91,4611,Attitude,Attitude of support person,1
XVRMSC5999,1579-KLYDT,1,Q3,2,Churned,Yes,1,91,5356,Competitor,Competitor made better offer,1
YIKABE9846,3927-NLNRY,1,Q3,3,Churned,Yes,1,96,5414,Other,Moved,1
UUBRQX2612,6358-LYNGM,1,Q3,3,Churned,Yes,1,84,2548,Other,Moved,1
BYSOKE3217,5494-HECPR,1,Q3,2,Churned,Yes,1,69,2502,Other,Moved,1
FVLDEX7124,9824-BEMCV,1,Q3,2,Churned,Yes,1,77,3368,Competitor,Competitor offered higher download speeds,1
VPVIWS5432,1373-ORVIZ,1,Q3,1,Churned,Yes,1,91,2860,Competitor,Competitor had better devices,1
GZUEUL1933,9866-QEVEE,1,Q3,1,Churned,Yes,1,91,4857,Competitor,Competitor had better devices,1
ZMSXYU6646,9897-KXHCM,1,Q3,1,Churned,Yes,1,72,3212,Competitor,Competitor offered higher download speeds,1
JKBFZR3199,7979-CORPM,1,Q3,2,Churned,Yes,1,67,5927,Other,Don't know,1
KVZIUY2543,1618-CFHME,1,Q3,1,Churned,Yes,1,86,2101,Other,Don't know,1
VQCSWH2485,3165-HDOEW,1,Q3,2,Churned,Yes,1,73,3706,Other,Don't know,1
YYSJRS4352,6581-NQCBA,1,Q3,1,Churned,Yes,1,78,4840,Other,Don't know,1
IZKXJB6115,1689-MRZQR,1,Q3,3,Churned,Yes,1,77,2777,Other,Don't know,1
ESQFEB4873,5835-BEQEU,1,Q3,2,Churned,Yes,1,92,4428,Competitor,Competitor made better offer,1
CIMRFL8213,5552-ZNFSJ,1,Q3,3,Churned,Yes,1,66,4568,Other,Poor expertise of online support,1
NOMEIQ5584,2223-KAGMX,1,Q3,1,Churned,Yes,1,87,5379,Price,Long distance charges,1
QZPNCA5369,7321-PKUYW,1,Q3,1,Churned,Yes,1,66,5250,Competitor,Competitor had better devices,1
ZATGHG7734,2833-SLKDQ,1,Q3,1,Churned,Yes,1,91,4094,Competitor,Competitor had better devices,1
VLIBIG3874,7595-EUIVN,1,Q3,1,Churned,Yes,1,70,3940,Competitor,Competitor had better devices,1
GQCMZV2653,2026-TGDHM,1,Q3,1,Churned,Yes,1,69,3830,Competitor,Competitor had better devices,1
TTAVER2559,4030-VPZBD,1,Q3,2,Churned,Yes,1,91,2860,Dissatisfaction,Network reliability,1
WYVYHM8334,2408-TZMJL,1,Q3,1,Churned,Yes,1,90,4601,Dissatisfaction,Network reliability,1
ARXFYJ8638,7993-PYKOF,1,Q3,1,Churned,Yes,1,80,2587,Dissatisfaction,Network reliability,1
OWMLLQ7211,5027-XWQHA,1,Q3,2,Churned,Yes,1,78,2087,Dissatisfaction,Network reliability,1
XXXWEF7652,4566-QVRRW,1,Q3,1,Churned,Yes,1,84,3200,Competitor,Competitor had better devices,1
MEXATR6332,0201-OAMXR,1,Q3,1,Churned,Yes,1,87,4838,Dissatisfaction,Network reliability,1
AGEUQN1457,7831-QGOXH,1,Q3,3,Churned,Yes,1,77,3326,Other,Don't know,1
XZYBNG7348,6393-WRYZE,1,Q3,2,Churned,Yes,1,87,3979,Other,Don't know,1
LPOGSW7392,6599-RCLCJ,1,Q3,2,Churned,Yes,1,90,5863,Competitor,Competitor made better offer,1
DGDTHE7477,9831-BPFRI,1,Q3,2,Churned,Yes,1,65,3849,Dissatisfaction,Poor expertise of online support,1
QKULDN5145,1725-MIMXW,1,Q3,2,Churned,Yes,1,78,5687,Dissatisfaction,Poor expertise of phone support,1
YJZQLI2714,0031-PVLZI,1,Q3,1,Churned,Yes,1,81,4133,Price,Long distance charges,1
ZNWTTG8374,4791-QRGMF,1,Q3,3,Churned,Yes,1,76,6098,Competitor,Competitor offered more data,1
GAREGK1516,4671-LXRDQ,1,Q3,1,Churned,Yes,1,93,5704,Competitor,Competitor had better devices,1
OTHLNF6678,1934-SJVJK,1,Q3,2,Churned,Yes,1,70,4103,Price,Long distance charges,1
LRKJWU4448,3838-OZURD,1,Q3,1,Churned,Yes,1,96,5723,Competitor,Competitor had better devices,1
UAYLVW2454,9269-CQOOL,1,Q3,1,Churned,Yes,1,66,3335,Competitor,Competitor had better devices,1
YDEOQL3437,2845-HSJCY,1,Q3,2,Churned,Yes,1,78,4786,Competitor,Competitor made better offer,1
CWUKRA4421,1184-PJVDB,1,Q3,1,Churned,Yes,1,68,5640,Competitor,Competitor had better devices,1
ISZEYM2645,9415-DPEWS,1,Q3,3,Churned,Yes,1,96,5727,Competitor,Competitor offered more data,1
WZGFFF1276,7943-RQCHR,1,Q3,2,Churned,Yes,1,83,2893,Competitor,Competitor offered more data,1
XYTBGQ2998,3249-ZPQRG,1,Q3,1,Churned,Yes,1,67,5048,Competitor,Competitor made better offer,1
BSVFGD6189,2568-BRGYX,1,Q3,1,Churned,Yes,1,92,5094,Competitor,Competitor had better devices,1
YJGGME8739,7721-JXEAW,1,Q3,2,Churned,Yes,1,70,4324,Competitor,Competitor offered higher download speeds,1
LHMJJI7245,7249-WBIYX,1,Q3,2,Churned,Yes,1,70,5146,Competitor,Competitor offered more data,1
PDBSBC2323,3164-AALRN,1,Q3,2,Churned,Yes,1,77,2673,Competitor,Competitor had better devices,1
QRQCDW4671,3334-CTHOL,1,Q3,2,Churned,Yes,1,71,2041,Competitor,Competitor had better devices,1
QFFPUM6251,4704-ERYFC,1,Q3,1,Churned,Yes,1,85,2159,Competitor,Competitor offered higher download speeds,1
BTCBCJ2214,0471-LVHGK,1,Q3,2,Churned,Yes,1,86,2041,Competitor,Competitor offered higher download speeds,1
JFHYRV8559,9518-RWHZL,1,Q3,1,Churned,Yes,1,69,5452,Competitor,Competitor had better devices,1
JNZVPE6858,6240-EURKS,1,Q3,2,Churned,Yes,1,76,2649,Competitor,Competitor offered more data,1
VONEBV8669,6960-HVYXR,1,Q3,1,Churned,Yes,1,72,2567,Competitor,Competitor made better offer,1
HLVCBN9311,7861-UVUFT,1,Q3,1,Churned,Yes,1,86,4003,Competitor,Competitor had better devices,1
PNJFOC9555,0680-DFNNY,1,Q3,2,Churned,Yes,1,90,2055,Competitor,Competitor offered more data,1
ZXCULJ8639,7767-UXAGJ,1,Q3,3,Churned,Yes,1,68,2928,Competitor,Competitor made better offer,1
ZEMDEE5793,1571-SAVHK,1,Q3,1,Churned,Yes,1,80,5598,Competitor,Competitor had better devices,1
WTITOY3749,9546-CQJSU,1,Q3,1,Churned,Yes,1,80,5100,Competitor,Competitor had better devices,1
RYWZQE7422,2951-QOQTK,1,Q3,2,Churned,Yes,1,72,5436,Competitor,Competitor offered higher download speeds,1
YRHXCE6684,3473-XIIIT,1,Q3,1,Churned,Yes,1,68,3794,Competitor,Competitor had better devices,1
FDLGVA6767,7893-IXHRQ,1,Q3,2,Churned,Yes,1,87,5636,Attitude,Attitude of service provider,1
MPJLIA5268,2952-QAYZF,1,Q3,1,Churned,Yes,1,81,2264,Competitor,Competitor had better devices,1
BLNRFK5969,4763-PGDPO,1,Q3,1,Churned,Yes,1,88,4494,Competitor,Competitor had better devices,1
VAZASF4226,5394-SVGJV,1,Q3,1,Churned,Yes,1,82,3066,Competitor,Competitor made better offer,1
ZEZAIU1957,9283-LZQOH,1,Q3,1,Churned,Yes,1,89,3687,Competitor,Competitor made better offer,1
WMIZUI3124,7079-QRCBC,1,Q3,1,Churned,Yes,1,85,4016,Competitor,Competitor had better devices,1
ZLGDSK3744,5469-CTCWN,1,Q3,1,Churned,Yes,1,92,4334,Competitor,Competitor offered higher download speeds,1
TVLVEI5625,9851-QXEEQ,1,Q3,1,Churned,Yes,1,84,3316,Competitor,Competitor had better devices,1
OKNUZH1789,5208-HFSBT,1,Q3,1,Churned,Yes,1,81,5855,Competitor,Competitor had better devices,1
PUPSMA3938,2667-WYLWJ,1,Q3,3,Churned,Yes,1,89,2247,Price,Long distance charges,1
BOFXEV7363,1092-GANHU,1,Q3,2,Churned,Yes,1,87,3182,Competitor,Competitor offered more data,1
XHVNEQ3131,7881-EVUAD,1,Q3,2,Churned,Yes,1,79,4648,Competitor,Competitor offered more data,1
PWAUXJ3126,5766-XQXMQ,1,Q3,1,Churned,Yes,1,79,5449,Competitor,Competitor made better offer,1
QYGIYE6712,3703-VAVCL,1,Q3,2,Churned,Yes,1,91,3902,Competitor,Competitor made better offer,1
MNZWIE4479,8519-QJGJD,1,Q3,2,Churned,Yes,1,71,4995,Attitude,Attitude of service provider,1
XNQZEY4596,6326-MTTXK,1,Q3,2,Churned,Yes,1,90,3849,Attitude,Attitude of service provider,1
ETFZZN1649,0330-IVZHA,1,Q3,2,Churned,Yes,1,81,2969,Attitude,Attitude of service provider,1
MHJQJO9776,2886-KEFUM,1,Q3,3,Churned,Yes,1,96,6144,Attitude,Attitude of support person,1
OEVIEM3375,4237-RLAQD,1,Q3,2,Churned,Yes,1,94,5930,Attitude,Attitude of support person,1
LBNBWQ4264,9651-GTSAQ,1,Q3,3,Churned,Yes,1,94,4471,Attitude,Attitude of support person,1
RGCDRL7786,3186-BAXNB,1,Q3,3,Churned,Yes,1,71,4319,Attitude,Attitude of service provider,1
CYOJGQ9263,0637-YLETY,1,Q3,1,Churned,Yes,1,96,5915,Attitude,Attitude of service provider,1
LHVPXJ7698,1157-BQCUW,1,Q3,1,Churned,Yes,1,82,2591,Competitor,Competitor had better devices,1
GTANTB3176,2003-CKLOR,1,Q3,2,Churned,Yes,1,73,4001,Other,Moved,1
RPNGFK7976,9254-RBFON,1,Q3,2,Churned,Yes,1,91,5160,Competitor,Competitor had better devices,1
BQSFRR8226,1205-WNWPJ,1,Q3,3,Churned,Yes,1,91,4661,Other,Moved,1
LPNMNB8495,8387-MOJJT,1,Q3,1,Churned,Yes,1,82,5396,Competitor,Competitor made better offer,1
WNEDJG7898,6032-KRXXO,1,Q3,2,Churned,Yes,1,84,5654,Competitor,Competitor made better offer,1
TGIOJK8621,7459-RRWQZ,1,Q3,1,Churned,Yes,1,89,4780,Competitor,Competitor made better offer,1
OXBTOT2268,3092-IGHWF,1,Q3,2,Churned,Yes,1,65,4421,Competitor,Competitor made better offer,1
LOLSCO1719,6352-TWCAU,1,Q3,1,Churned,Yes,1,68,5874,Competitor,Competitor made better offer,1
QIBMBM1162,2929-QNSRW,1,Q3,1,Churned,Yes,1,90,4886,Competitor,Competitor made better offer,1
MUHOAM1294,1262-OPMFY,1,Q3,3,Churned,Yes,1,92,5105,Competitor,Competitor made better offer,1
IYIMIV2676,1899-VXWXM,1,Q3,1,Churned,Yes,1,89,5898,Other,Don't know,1
DBIBJG8726,3331-HQDTW,1,Q3,1,Churned,Yes,1,89,3410,Competitor,Competitor made better offer,1
HMTOEK2552,5442-XSDCW,1,Q3,1,Churned,Yes,1,91,3469,Competitor,Competitor made better offer,1
EJCKVI1893,3049-NDXFL,1,Q3,3,Churned,Yes,1,89,2850,Competitor,Competitor made better offer,1
CKCILO8862,7963-GQRMY,1,Q3,2,Churned,Yes,1,88,4903,Price,Extra data charges,1
OAEYOG4938,1228-FZFRV,1,Q3,1,Churned,Yes,1,79,5536,Price,Extra data charges,1
MYNRIG5494,2058-DCJBE,1,Q3,1,Churned,Yes,1,91,3965,Competitor,Competitor had better devices,1
QFQLZA4464,5364-XYIRR,1,Q3,1,Churned,Yes,1,91,4747,Competitor,Competitor had better devices,1
WIOSWF9356,4829-AUOAX,1,Q3,2,Churned,Yes,1,77,2712,Price,Extra data charges,1
FCUODS8812,9158-VCTQB,1,Q3,1,Churned,Yes,1,96,4963,Price,Extra data charges,1
FTKIYW3512,6311-UEUME,1,Q3,2,Churned,Yes,1,90,3249,Price,Extra data charges,1
ZWLZQU7113,6839-ITVZJ,1,Q3,2,Churned,Yes,1,71,2039,Other,Don't know,1
ZQXJLK2453,0375-HVGXO,1,Q3,3,Churned,Yes,1,81,4476,Other,Don't know,1
EPLMME8921,8593-WHYHV,1,Q3,1,Churned,Yes,1,67,4934,Other,Don't know,1
VKBGWU4965,6097-EQISJ,1,Q3,1,Churned,Yes,1,82,4688,Competitor,Competitor had better devices,1
WKPZAP9997,4423-YLHDV,1,Q3,1,Churned,Yes,1,67,5570,Attitude,Attitude of support person,1
BGEFQQ7162,0107-YHINA,1,Q3,1,Churned,Yes,1,93,4214,Competitor,Competitor had better devices,1
BUNTBG5311,8640-SDGKB,1,Q3,2,Churned,Yes,1,69,3633,Attitude,Attitude of support person,1
UCAVNF9362,4116-TZAQJ,1,Q3,1,Churned,Yes,1,76,5393,Attitude,Attitude of support person,1
VUUNAV2384,3877-JRJIP,1,Q3,2,Churned,Yes,1,71,4017,Attitude,Attitude of support person,1
LEHKMM7544,7511-YMXVQ,1,Q3,1,Churned,Yes,1,81,5028,Competitor,Competitor had better devices,1
DWBUXI9665,7551-JOHTI,1,Q3,2,Churned,Yes,1,77,5211,Attitude,Attitude of support person,1
UBEAJD7667,9804-ICWBG,1,Q3,2,Churned,Yes,1,88,3349,Attitude,Attitude of support person,1
UEWWYM6453,5318-IXUZF,1,Q3,2,Churned,Yes,1,72,4149,Other,Don't know,1
MGILHK8573,3198-VELRD,1,Q3,1,Churned,Yes,1,91,2014,Competitor,Competitor had better devices,1
PIJITZ4674,9436-ZBZCT,1,Q3,2,Churned,Yes,1,90,5463,Attitude,Attitude of support person,1
WBFLSC1365,7198-GLXTC,1,Q3,3,Churned,Yes,1,92,5239,Attitude,Attitude of support person,1
PMLPWR7864,0516-VRYBW,1,Q3,3,Churned,Yes,1,85,4931,Attitude,Attitude of support person,1
HGNOPU7263,8380-PEFPE,1,Q3,1,Churned,Yes,1,93,2377,Competitor,Competitor had better devices,1
JFGLWR5651,5687-DKDTV,1,Q3,3,Churned,Yes,1,76,5984,Attitude,Attitude of support person,1
VFPKVH1229,7530-HDYDS,1,Q3,2,Churned,Yes,1,70,2885,Attitude,Attitude of support person,1
UYERJH3164,3096-IZETN,1,Q3,3,Churned,Yes,1,89,4741,Attitude,Attitude of support person,1
NJOYDQ7261,5922-ABDVO,1,Q3,3,Churned,Yes,1,74,3046,Attitude,Attitude of support person,1
CBRVGJ6948,9172-ANCRX,1,Q3,1,Churned,Yes,1,68,5561,Attitude,Attitude of support person,1
SKZGQB2674,6910-HADCM,1,Q3,2,Churned,Yes,1,67,5613,Attitude,Attitude of support person,1
KJPLDO5474,4816-LXZYW,1,Q3,1,Churned,Yes,1,68,5216,Competitor,Competitor had better devices,1
LTPHUD9162,4911-BANWH,1,Q3,3,Churned,Yes,1,74,4198,Attitude,Attitude of support person,1
EZDAHC2592,8496-EJAUI,1,Q3,3,Churned,Yes,1,89,2251,Attitude,Attitude of support person,1
RWROEW4494,6365-MTGZX,1,Q3,1,Churned,Yes,1,71,3068,Competitor,Competitor had better devices,1
SPTHOF2155,1349-WXNGG,1,Q3,2,Churned,Yes,1,66,4710,Attitude,Attitude of support person,1
UZZWDO4276,6990-YNRIO,1,Q3,1,Churned,Yes,1,79,6120,Attitude,Attitude of support person,1
FJFHEI7455,0621-TWIEM,1,Q3,1,Churned,Yes,1,67,4097,Attitude,Attitude of support person,1
TACEPO8857,2485-ITVKB,1,Q3,2,Churned,Yes,1,78,2643,Attitude,Attitude of support person,1
DCIZUF3117,3669-OYSJI,1,Q3,2,Churned,Yes,1,76,4167,Attitude,Attitude of support person,1
AEVIEP5654,1612-EOHDH,1,Q3,3,Churned,Yes,1,89,5828,Attitude,Attitude of support person,1
NRMTNS2749,7517-SAWMO,1,Q3,2,Churned,Yes,1,90,4718,Attitude,Attitude of support person,1
DAOYRT1672,4143-HHPMK,1,Q3,3,Churned,Yes,1,91,6402,Attitude,Attitude of support person,1
AZJUSP4583,7054-LGEQW,1,Q3,2,Churned,Yes,1,69,4888,Attitude,Attitude of support person,1
VVMORS2429,0923-PNFUB,1,Q3,2,Churned,Yes,1,65,4852,Attitude,Attitude of support person,1
TXAUOB6414,3494-JCHRQ,1,Q3,2,Churned,Yes,1,69,2699,Attitude,Attitude of support person,1
UQCSEP4418,6474-FVJLC,1,Q3,2,Churned,Yes,1,77,4546,Attitude,Attitude of support person,1
QJGGSZ9795,4547-LYTDD,1,Q3,1,Churned,Yes,1,73,2850,Competitor,Competitor had better devices,1
GWQULO5865,6770-XUAGN,1,Q3,2,Churned,Yes,1,90,3753,Attitude,Attitude of support person,1
YDTKZO1447,3143-ILDAL,1,Q3,3,Churned,Yes,1,96,4830,Attitude,Attitude of support person,1
OYGKKU5125,4720-VSTSI,1,Q3,2,Churned,Yes,1,66,3997,Attitude,Attitude of support person,1
TLQTIP5659,3946-MHCZW,1,Q3,1,Churned,Yes,1,83,5111,Attitude,Attitude of support person,1
HKEGBS9321,6651-AZVTJ,1,Q3,1,Churned,Yes,1,83,6088,Attitude,Attitude of support person,1
PFYBSU2591,4566-GOLUK,1,Q3,2,Churned,Yes,1,91,3620,Attitude,Attitude of support person,1
VHVHNR6482,2484-DGXPZ,1,Q3,3,Churned,Yes,1,67,2687,Attitude,Attitude of support person,1
DUJAKL8845,4587-NUKOX,1,Q3,1,Churned,Yes,1,74,5339,Attitude,Attitude of support person,1
CIXHTE1264,0420-BWTPW,1,Q3,2,Churned,Yes,1,78,5578,Attitude,Attitude of support person,1
HPDPCZ5286,8183-ONMXC,1,Q3,3,Churned,Yes,1,87,2176,Competitor,Competitor made better offer,1
XVCLWO8743,9614-RMGHA,1,Q3,3,Churned,Yes,1,82,5530,Competitor,Competitor made better offer,1
HQKIHD5992,5054-IEXZT,1,Q3,3,Churned,Yes,1,90,5284,Competitor,Competitor made better offer,1
VJFEWT9686,5834-ASPWA,1,Q3,3,Churned,Yes,1,74,5518,Competitor,Competitor made better offer,1
APZQKD6449,3948-XHGNA,1,Q3,1,Churned,Yes,1,80,5005,Other,Don't know,1
OEYQYU5439,0565-IYCGT,1,Q3,1,Churned,Yes,1,93,6230,Competitor,Competitor made better offer,1
HKJUNT6717,5445-UTODQ,1,Q3,2,Churned,Yes,1,87,3238,Competitor,Competitor made better offer,1
XJQREO9191,1024-VRZHF,1,Q3,1,Churned,Yes,1,70,2044,Competitor,Competitor made better offer,1
AKIRKY6312,0348-SDKOL,1,Q3,2,Churned,Yes,1,96,4415,Competitor,Competitor made better offer,1
EIMMKU9161,4373-MAVJG,1,Q3,2,Churned,Yes,1,70,5148,Competitor,Competitor made better offer,1
UQVIKQ6598,8901-HJXTF,1,Q3,1,Churned,Yes,1,94,3747,Competitor,Competitor made better offer,1
OZXHTQ1471,5419-KLXBN,1,Q3,2,Churned,Yes,1,90,5853,Competitor,Competitor made better offer,1
RWTIKO2353,9828-AOQLM,1,Q3,1,Churned,Yes,1,91,3187,Competitor,Competitor made better offer,1
XORGKO8655,7615-ESMYF,1,Q3,3,Churned,Yes,1,70,5482,Competitor,Competitor made better offer,1
UNZSYR7657,3858-VOBET,1,Q3,3,Churned,Yes,1,89,5897,Competitor,Competitor made better offer,1
ZSCQNV6977,1447-PJGGA,1,Q3,1,Churned,Yes,1,93,5789,Competitor,Competitor made better offer,1
FRBGEI6644,8565-CLBZW,1,Q3,3,Churned,Yes,1,95,2050,Competitor,Competitor made better offer,1
WLMWIM1849,9139-WQQDY,1,Q3,3,Churned,Yes,1,90,4235,Other,Poor expertise of online support,1
AXOEDU6324,0224-HJAPT,1,Q3,2,Churned,Yes,1,82,2857,Competitor,Competitor made better offer,1
VAVINT4537,8086-OVPWV,1,Q3,1,Churned,Yes,1,91,2384,Competitor,Competitor made better offer,1
ZAZRUO4729,9430-FRQOC,1,Q3,2,Churned,Yes,1,80,5587,Competitor,Competitor made better offer,1
LIYVSW3726,3074-GQWYX,1,Q3,2,Churned,Yes,1,87,3520,Competitor,Competitor made better offer,1
LSWNRZ8471,6845-RGTYS,1,Q3,1,Churned,Yes,1,80,4622,Competitor,Competitor made better offer,1
SITEGG2864,8861-HGGKB,1,Q3,2,Churned,Yes,1,80,5699,Competitor,Competitor made better offer,1
IMYYXM8117,7065-YUNRY,1,Q3,1,Churned,Yes,1,69,3049,Competitor,Competitor made better offer,1
KFGHRW3152,7694-VLBWQ,1,Q3,2,Churned,Yes,1,74,4857,Dissatisfaction,Product dissatisfaction,1
WESOJA6993,6481-OGDOO,1,Q3,1,Churned,Yes,1,73,4394,Competitor,Competitor made better offer,1
KAIBSQ6592,3753-TSEMP,1,Q3,1,Churned,Yes,1,79,2524,Dissatisfaction,Product dissatisfaction,1
SOOKTA2176,8305-VHZBZ,1,Q3,1,Churned,Yes,1,92,4325,Price,Long distance charges,1
DHCVGG4312,9172-JITSM,1,Q3,1,Churned,Yes,1,75,2641,Other,Don't know,1
YJZMBG2522,6298-QDFNH,1,Q3,1,Churned,Yes,1,68,4718,Dissatisfaction,Product dissatisfaction,1
VNYHDO8249,6173-ITPWD,1,Q3,1,Churned,Yes,1,91,2516,Dissatisfaction,Product dissatisfaction,1
YORCGZ3331,9734-UYXQI,1,Q3,1,Churned,Yes,1,90,5115,Competitor,Competitor made better offer,1
GZKQMO5675,2189-UXTKY,1,Q3,1,Churned,Yes,1,91,3410,Dissatisfaction,Product dissatisfaction,1
ICCRCM4535,4958-GZWIY,1,Q3,2,Churned,Yes,1,91,2984,Other,Don't know,1
GPAJBM1618,6356-ELRKD,1,Q3,2,Churned,Yes,1,79,4091,Other,Don't know,1
WBMICN9539,8624-GIOUT,1,Q3,1,Churned,Yes,1,78,6006,Other,Don't know,1
KAEHFQ6957,3177-LASXD,1,Q3,3,Churned,Yes,1,77,2619,Dissatisfaction,Poor expertise of phone support,1
ZPNBPL6378,4897-QSUYC,1,Q3,3,Churned,Yes,1,86,4939,Attitude,Attitude of support person,1
AYQBHS2455,1084-UQCHV,1,Q3,2,Churned,Yes,1,66,2901,Attitude,Attitude of support person,1
LEWSUS5933,2955-BJZHG,1,Q3,1,Churned,Yes,1,77,5174,Competitor,Competitor had better devices,1
BRLIWR2933,3806-DXQOM,1,Q3,2,Churned,Yes,1,95,2563,Attitude,Attitude of service provider,1
SCLBXC1378,9300-RENDD,1,Q3,3,Churned,Yes,1,91,4815,Attitude,Attitude of support person,1
HQZNBP9966,0761-AETCS,1,Q3,2,Churned,Yes,1,92,3236,Attitude,Attitude of support person,1
FICSAM4339,2153-MREFK,1,Q3,1,Churned,Yes,1,79,3599,Attitude,Attitude of support person,1
XTRXPX1353,3106-ULWFW,1,Q3,1,Churned,Yes,1,95,2887,Competitor,Competitor had better devices,1
BSTVCY9431,0925-VYDLG,1,Q3,3,Churned,Yes,1,83,5898,Attitude,Attitude of service provider,1
SKAAZZ7556,4349-GFQHK,1,Q3,3,Churned,Yes,1,87,4212,Attitude,Attitude of service provider,1
HCRHIX9945,7802-EFKNY,1,Q3,1,Churned,Yes,1,79,5865,Competitor,Competitor had better devices,1
SIKQCU9818,8035-BUYVG,1,Q3,1,Churned,Yes,1,67,5422,Attitude,Attitude of support person,1
KDKBJG4997,9787-XVQIU,1,Q3,3,Churned,Yes,1,91,3596,Attitude,Attitude of support person,1
NUBXNL6523,8945-MUQUF,1,Q3,3,Churned,Yes,1,94,5074,Competitor,Competitor made better offer,1
KHXGUF3583,3023-GFLBR,1,Q3,2,Churned,Yes,1,66,3336,Attitude,Attitude of service provider,1
HORWYD5456,0524-IAVZO,1,Q3,2,Churned,Yes,1,90,3698,Other,Don't know,1
MDFYPP8525,2737-YNGYW,1,Q3,3,Churned,Yes,1,69,2856,Attitude,Attitude of support person,1
MXYPBV4681,5159-YFPKQ,1,Q3,1,Churned,Yes,1,91,5270,Competitor,Competitor had better devices,1
EEMRLA5156,7927-AUXBZ,1,Q3,2,Churned,Yes,1,76,4417,Attitude,Attitude of support person,1
JNBPHV4734,7619-ODSGN,1,Q3,1,Churned,Yes,1,90,5699,Attitude,Attitude of support person,1
KIPTLP2918,2514-GINMM,1,Q3,2,Churned,Yes,1,92,4490,Attitude,Attitude of service provider,1
AVCPMQ5964,2659-VXMWZ,1,Q3,3,Churned,Yes,1,85,4146,Attitude,Attitude of support person,1
RXZPSY9769,4285-GYRQC,1,Q3,2,Churned,Yes,1,89,3344,Attitude,Attitude of support person,1
VBXWVW8882,8337-MSSXB,1,Q3,2,Churned,Yes,1,74,3677,Attitude,Attitude of service provider,1
YYAURH1969,8182-BJDSI,1,Q3,1,Churned,Yes,1,90,2468,Attitude,Attitude of service provider,1
KTXIQK3636,2482-CZGBB,1,Q3,1,Churned,Yes,1,67,3156,Competitor,Competitor had better devices,1
MRPVZF3457,0866-QLSIR,1,Q3,2,Churned,Yes,1,75,5189,Attitude,Attitude of support person,1
UDUWZZ2422,7181-BQYBV,1,Q3,1,Churned,Yes,1,85,4811,Attitude,Attitude of service provider,1
NVCJRT1626,6204-IEUXJ,1,Q3,3,Churned,Yes,1,65,4330,Attitude,Attitude of service provider,1
WUMASM2429,4529-CKBCL,1,Q3,2,Churned,Yes,1,85,4381,Attitude,Attitude of service provider,1
AWSGCM9357,2506-CLAKW,1,Q3,1,Churned,Yes,1,80,3578,Attitude,Attitude of support person,1
JXINCJ8587,1583-IHQZE,1,Q3,2,Churned,Yes,1,90,3965,Attitude,Attitude of support person,1
OFFBEA3685,0151-ONTOV,1,Q3,1,Churned,Yes,1,78,4739,Competitor,Competitor had better devices,1
VPWSJR8527,0320-JDNQG,1,Q3,1,Churned,Yes,1,83,3425,Other,Don't know,1
FOGAIH7272,7180-PISOG,1,Q3,3,Churned,Yes,1,75,5554,Attitude,Attitude of service provider,1
WXZTIS8727,3571-RFHAR,1,Q3,2,Churned,Yes,1,91,6001,Attitude,Attitude of support person,1
VGMRIY9576,9578-VRMNM,1,Q3,1,Churned,Yes,1,73,4722,Competitor,Competitor had better devices,1
HZAZXF9389,6140-QNRQQ,1,Q3,1,Churned,Yes,1,91,5739,Competitor,Competitor had better devices,1
XQAGKG9537,4307-KTUMW,1,Q3,1,Churned,Yes,1,68,5543,Attitude,Attitude of service provider,1
CRZNNL9184,7470-MCQTK,1,Q3,2,Churned,Yes,1,86,2655,Attitude,Attitude of support person,1
JWENOD1713,7488-MXJIV,1,Q3,1,Churned,Yes,1,96,3223,Competitor,Competitor had better devices,1
GFZOWD2393,2027-FECZV,1,Q3,2,Churned,Yes,1,92,2406,Attitude,Attitude of support person,1
FPZUGH6235,2672-DZUOY,1,Q3,1,Churned,Yes,1,91,5386,Competitor,Competitor had better devices,1
YARWDT4167,3870-MQAMG,1,Q3,1,Churned,Yes,1,90,6189,Competitor,Competitor had better devices,1
