customer_id,has_partner,has_dependents
0851-DFJKB,No,No
5382-SOYZL,No,No
9448-REEVD,Yes,No
3261-CQXOL,Yes,Yes
8388-FYNPZ,No,No
4002-BQWPQ,No,No
5651-YLPRD,Yes,Yes
2826-DXLQO,Yes,No
4378-BZYFP,No,No
9489-UTFKA,Yes,No
4849-PYRLQ,No,No
9117-SHLZX,No,No
9889-TMAHG,No,No
4541-RMRLG,No,No
7764-BDPEE,No,Yes
3429-IFLEM,No,No
3158-MOERK,No,No
7294-TMAOP,No,No
5002-GCQFH,Yes,No
0556-FJEGU,No,No
8919-FYFQZ,Yes,No
0604-THJFP,Yes,Yes
2834-JRTUA,No,No
5875-YPQFJ,No,No
5879-SESNB,No,No
6646-QVXLR,Yes,No
6461-PPAXN,Yes,Yes
3318-ISQFQ,No,No
1106-HRLKZ,Yes,Yes
2483-XSSMZ,No,No
8603-IJWDN,No,No
8165-ZJRNM,Yes,Yes
9369-XFEHK,Yes,No
2604-XVDAM,No,No
3717-OFRTN,No,No
9046-JBFWA,No,Yes
3280-NMUVX,Yes,Yes
1206-EHBDD,Yes,No
8361-LBRDI,No,No
4883-KCPZJ,Yes,Yes
9108-EQPNQ,Yes,Yes
7277-KAMWT,No,No
3842-IYKUE,No,No
6641-XRPSU,No,No
1374-DMZUI,No,No
2545-LXYVJ,Yes,No
3234-VKACU,No,No
8357-EQXFO,No,No
1989-PRJHP,Yes,No
8120-JDCAM,Yes,Yes
8917-FAEMR,No,No
7047-YXDMZ,No,No
2858-EIMXH,Yes,No
9524-EGPJC,No,No
6993-OHLXR,No,No
8818-XYFCQ,Yes,Yes
6419-ZTTLE,Yes,No
0929-HYQEW,No,No
6614-YOLAC,Yes,Yes
7426-RHZGU,No,No
4065-JJAVA,No,No
4695-VADHF,Yes,Yes
3863-IUBJR,Yes,Yes
7649-SIJJF,Yes,No
9361-YNQWJ,No,No
3748-FVMZZ,No,No
9391-TTOYH,No,No
1452-XRSJV,Yes,Yes
3422-WJOYD,Yes,No
8242-SOQUO,No,No
7460-ITWWP,Yes,No
7147-AYBAA,No,No
7868-TMWMZ,Yes,No
4822-RVYBB,No,No
6732-FZUGP,No,No
8436-BJUMM,Yes,Yes
4184-TJFAN,Yes,Yes
8329-GWVPJ,Yes,Yes
1352-VHKAJ,Yes,Yes
4145-UQXUQ,No,No
2632-TACXW,Yes,No
8146-QQKZH,Yes,No
1767-CJKBA,No,No
6445-TNRXS,Yes,Yes
4581-LNWUM,No,No
4869-EPIUS,Yes,No
9948-YPTDG,Yes,No
1236-WFCDV,No,No
1915-OAKWD,No,Yes
7296-PIXQY,Yes,Yes
4883-QICIH,Yes,Yes
3354-OADJP,No,No
3524-WQDSG,Yes,Yes
0810-DHDBD,No,No
4026-SKKHW,No,No
2829-HYVZP,No,No
8329-IBCTI,No,No
1271-SJBGZ,No,No
3845-JHAMY,Yes,Yes
7013-PSXHK,No,No
5669-SRAIP,No,No
5981-ITEMU,Yes,No
3486-NPGST,No,No
6941-PMGEP,No,No
1624-WOIWJ,No,No
2074-GKOWZ,Yes,Yes
0376-YMCJC,No,No
6100-FJZDG,Yes,Yes
4829-ZLJTK,Yes,No
1730-VFMWO,Yes,No
7143-BQIBA,No,No
3800-LYTRK,No,No
0634-SZPQA,No,No
9646-NMHXE,Yes,No
7030-NJVDP,Yes,No
5536-RTPWK,Yes,No
8883-GRDWQ,No,No
6166-ILMNY,No,No
3097-NNSPB,No,No
7771-ZONAT,No,No
0655-RBDUG,No,No
2111-DWYHN,No,No
4194-WHFCB,Yes,Yes
4121-AGSIN,Yes,Yes
4361-BKAXE,No,No
9845-PEEKO,No,No
0455-XFASS,Yes,Yes
0301-KOBTQ,No,No
1751-NCDLI,Yes,No
4367-NUYAO,Yes,Yes
9878-TNQGW,No,No
9170-ARBTB,Yes,Yes
4441-NIHPT,No,No
8999-BOHSE,No,No
7241-AJHFS,No,No
7029-RPUAV,Yes,No
4546-FOKWR,No,No
9036-CSKBW,No,No
5832-TRLPB,No,No
8590-YFFQO,Yes,No
8659-IOOPU,Yes,Yes
1338-CECEE,Yes,Yes
7439-DKZTW,No,No
4646-QZXTF,Yes,No
4607-CHPCA,Yes,Yes
9742-XOKTS,Yes,Yes
6921-OZMFH,Yes,Yes
9578-FOMUK,No,Yes
4712-UYOOI,Yes,Yes
8824-RWFXJ,Yes,Yes
7722-CVFXN,Yes,Yes
8717-VCTXJ,No,No
7363-QTBIW,Yes,No
4159-NAAIX,No,No
0971-QIFJK,Yes,No
9397-TZSHA,No,No
3391-JSQEW,Yes,No
0343-QLUZP,No,No
9763-PDTKK,No,No
2176-LVPNX,No,No
7627-JKIAZ,Yes,No
3312-UUMZW,Yes,No
1271-UODNO,No,No
8461-EFQYM,No,No
6900-RBKER,No,No
6891-JPYFF,Yes,Yes
1459-QNFQT,Yes,Yes
1047-NNCBF,No,No
3696-XRIEN,No,No
4081-DYXAV,No,No
0074-HDKDG,Yes,Yes
8791-GFXLZ,No,No
8111-SLLHI,Yes,No
0927-LCSMG,No,No
9330-DHBFL,Yes,Yes
0098-BOWSO,No,No
3452-ABWRL,No,No
5859-HZYLF,Yes,Yes
8257-RZAHR,Yes,No
5293-WXJAK,Yes,No
3156-QLHBO,No,Yes
2208-NQBCT,Yes,Yes
1779-PWPMG,Yes,No
6621-NRZAK,Yes,Yes
0831-JNISG,Yes,Yes
0774-IFUVM,Yes,Yes
3082-WQRVY,Yes,No
9553-DLCLU,No,Yes
1641-BYBTK,No,Yes
2460-NGXBJ,Yes,Yes
2446-ZKVAF,Yes,No
0841-NULXI,No,No
3522-CDKHF,Yes,No
1430-SFQSA,No,No
0411-EZJZE,No,No
7851-WZEKY,No,No
8844-TONUD,Yes,Yes
8807-ARQET,No,No
8992-CEUEN,No,No
4320-QMLLA,No,No
8777-PVYGU,Yes,No
8292-ITGYJ,Yes,Yes
6870-ZWMNX,Yes,No
0621-CXBKL,No,No
5268-DSMNQ,Yes,No
5334-JLAXU,Yes,No
4086-YQSNZ,Yes,No
6242-MBHPK,Yes,No
5868-CZJDR,No,Yes
9359-UGBTK,No,No
0135-NMXAP,No,No
4782-OSFXZ,Yes,No
6479-OAUSD,No,No
7129-ACFOG,No,No
4189-NAKJS,No,No
5562-BETPV,Yes,Yes
1282-IHQAC,No,No
9127-FHJBZ,Yes,Yes
6270-OMFIW,Yes,No
1641-RQDAY,Yes,Yes
0107-WESLM,No,No
6994-ORCWG,No,No
1346-UFHAX,No,No
3992-YWPKO,No,No
2933-XEUJM,No,No
0125-LZQXK,No,No
5461-QKNTN,Yes,No
4835-YSJMR,No,No
8399-YNDCH,No,No
3164-YAXFY,No,No
0887-WBJVH,Yes,No
4660-IRIBM,Yes,Yes
5673-FSSMF,No,No
7670-ZBPOQ,Yes,No
8089-UZWLX,No,No
0080-OROZO,No,No
3916-NRPAP,No,No
6807-SIWJI,No,No
8221-HVAYI,Yes,Yes
1579-KLYDT,No,No
5232-NXPAY,No,No
8967-SZQAS,No,No
4468-KAZHE,Yes,No
0455-ENTCR,Yes,No
8944-AILEF,Yes,No
5542-NKVRU,No,No
7126-RBHSD,Yes,No
5370-IIVVL,No,No
6789-HJBWG,No,No
3927-NLNRY,Yes,No
9087-EYCPR,No,No
6791-YBNAK,Yes,Yes
6358-LYNGM,No,No
6077-BDPXA,No,No
0013-MHZWF,No,Yes
5494-HECPR,No,No
8268-YDIXR,Yes,No
9824-BEMCV,Yes,Yes
1373-ORVIZ,Yes,Yes
4291-SHSBH,No,No
6980-IMXXE,Yes,Yes
9866-QEVEE,No,No
9897-KXHCM,Yes,Yes
0040-HALCW,Yes,Yes
0784-GTUUK,Yes,No
7979-CORPM,No,No
2294-DMMUS,Yes,Yes
0872-JCPIB,No,No
3055-MJDSB,No,No
9091-WTUUY,Yes,Yes
1618-CFHME,No,No
3165-HDOEW,Yes,Yes
6581-NQCBA,Yes,No
7115-IRDHS,Yes,No
8496-DMZUK,No,No
2040-VZIKE,Yes,No
9068-VPWQQ,Yes,No
0178-SZBHO,Yes,Yes
0384-RVBPI,No,No
1689-MRZQR,Yes,Yes
1299-AURJA,Yes,Yes
4525-VZCZG,No,Yes
1543-LLLFT,Yes,No
5835-BEQEU,No,No
2788-CJQAQ,No,No
5565-FILXA,No,No
0319-QZTCO,Yes,Yes
2120-SMPEX,No,No
0096-FCPUF,No,No
0668-OGMHD,Yes,No
5552-ZNFSJ,No,No
2223-KAGMX,No,No
6507-ZJSUR,Yes,No
9408-HRXRK,Yes,Yes
5593-SUAOO,Yes,Yes
7321-PKUYW,No,No
2833-SLKDQ,No,No
6766-HFKLA,Yes,No
7595-EUIVN,No,No
7617-EYGLW,No,No
2026-TGDHM,No,No
9220-ZNKJI,Yes,No
4030-VPZBD,No,No
2226-ICFDO,Yes,Yes
0723-VSOBE,No,No
5529-GIBVH,No,No
4187-CINZD,No,No
9992-UJOEL,No,No
4741-WWJQZ,Yes,No
6625-UTXEW,Yes,No
6818-WOBHJ,Yes,No
6244-BESBM,Yes,Yes
1004-NOZNR,No,Yes
1251-STYSZ,No,No
2612-PHGOX,Yes,No
2408-TZMJL,Yes,No
8480-PPONV,Yes,Yes
8780-IHCRN,Yes,Yes
4598-ZADCK,No,No
1257-SXUXQ,Yes,Yes
9681-KYGYB,Yes,No
7182-OVLBJ,Yes,Yes
5095-ETBRJ,Yes,No
7005-CYUIL,Yes,No
4821-WQOYN,Yes,Yes
4730-AWNAU,Yes,Yes
3452-FLHYD,Yes,No
2388-LAESQ,Yes,No
9531-NSBMR,No,No
6260-ONULR,No,No
4389-UEFCZ,Yes,No
8711-LOBKY,Yes,Yes
9134-CEQMF,Yes,No
8985-OOPOS,No,No
8800-ZKRFW,Yes,Yes
2616-FLVQC,No,No
9968-FFVVH,No,No
3108-PCCGG,Yes,No
7993-PYKOF,Yes,No
8390-FESFV,No,No
3022-BEXHZ,Yes,Yes
5027-XWQHA,No,No
6248-TKCQV,Yes,Yes
6729-GDNGC,No,No
6198-ZFIOJ,No,No
5989-OMNJE,Yes,Yes
4566-QVRRW,Yes,No
1291-CUOCY,Yes,No
9795-SHUHB,Yes,Yes
3230-IUALN,Yes,Yes
0042-RLHYP,Yes,Yes
8519-IMDHU,Yes,No
4945-RVMTE,No,No
0201-OAMXR,No,No
1866-NXPSP,No,No
3372-KWFBM,No,No
7831-QGOXH,No,No
6393-WRYZE,Yes,No
3941-XTSKM,Yes,Yes
1661-CZBAU,No,No
6599-RCLCJ,Yes,No
9831-BPFRI,Yes,Yes
5158-RIVOP,Yes,Yes
9788-YTFGE,No,No
9277-JOOMO,No,No
1907-YLNYW,No,No
1725-MIMXW,No,Yes
8947-YRTDV,Yes,Yes
3161-ONRWK,Yes,Yes
0114-RSRRW,Yes,No
4565-NLZBV,Yes,No
0031-PVLZI,Yes,Yes
7206-GZCDC,No,No
6682-VCIXC,Yes,Yes
4791-QRGMF,Yes,No
6475-VHUIZ,Yes,No
3910-MRQOY,Yes,No
0661-WCQNQ,Yes,No
7537-RBWEA,No,No
4656-CAURT,No,No
0121-SNYRK,No,No
1768-ZAIFU,No,No
4671-LXRDQ,No,No
3733-LSYCE,Yes,No
6265-FRMTQ,No,No
1934-SJVJK,No,No
3838-OZURD,Yes,No
1371-DWPAZ,Yes,Yes
9269-CQOOL,No,Yes
2017-CCBLH,No,No
7690-KPNCU,Yes,Yes
0536-BGFMZ,Yes,No
2293-IJWPS,Yes,No
2845-HSJCY,Yes,Yes
5469-NUJUR,No,No
1184-PJVDB,Yes,No
2625-TRCZQ,Yes,No
4102-HLENU,Yes,No
7266-GSSJX,Yes,Yes
7722-VJRQD,Yes,Yes
7073-QETQY,Yes,Yes
9415-DPEWS,No,No
5624-RYAMH,No,No
0196-JTUQI,No,No
7130-YXBRO,Yes,No
9272-LSVYH,No,No
7943-RQCHR,No,No
3793-MMFUH,No,No
3249-ZPQRG,No,No
2568-BRGYX,No,No
3084-DOWLE,Yes,No
1084-MNSMJ,Yes,Yes
7721-JXEAW,Yes,No
7249-WBIYX,Yes,No
4238-HFHSN,Yes,No
6250-CGGUN,No,No
5478-JJVZK,No,No
7596-IIWYC,No,No
6567-HOOPW,No,No
9793-WECQC,No,No
4291-HPAXL,No,Yes
8999-YPYBV,Yes,Yes
1839-FBNFR,Yes,Yes
3164-AALRN,No,No
3071-MVJCD,Yes,Yes
1697-BCSHV,Yes,Yes
0562-KBDVM,No,No
1131-SUEKT,Yes,Yes
3717-OEAUQ,No,No
4538-WNTMJ,Yes,Yes
3334-CTHOL,No,No
4704-ERYFC,Yes,No
9432-RUVSL,No,No
8060-HIWJJ,No,No
7684-XSZIY,Yes,Yes
9089-UOWJG,Yes,Yes
8621-MNIHH,Yes,No
8039-ACLPL,Yes,Yes
9885-AIBVB,Yes,No
1934-MKPXS,Yes,Yes
2592-YKDIF,No,No
2272-JKMSI,Yes,Yes
0471-LVHGK,Yes,No
9518-RWHZL,No,No
8714-CTZJW,No,No
3569-EDBPQ,No,No
3131-NWVFJ,Yes,Yes
7521-YXVZY,No,Yes
5419-CONWX,No,No
6240-EURKS,No,Yes
2373-NTKOD,No,No
1970-KKFWL,No,No
6960-HVYXR,No,No
9337-SRRNI,No,Yes
0895-UADGO,No,Yes
5678-VFNEQ,Yes,No
5977-CKHON,Yes,Yes
7024-OHCCK,No,No
2692-BUCFV,No,No
7861-UVUFT,Yes,No
1830-GGFNM,Yes,Yes
5302-BDJNT,No,No
5223-UZAVK,No,No
4859-ZSRDZ,Yes,Yes
5651-WYIPH,No,No
9350-VLHMB,Yes,Yes
3498-LZGQZ,Yes,Yes
8785-CJSHH,Yes,No
5357-TZHPP,No,No
3870-SPZSI,Yes,Yes
0680-DFNNY,Yes,No
7560-QRBXH,No,Yes
7077-XJMET,Yes,No
8752-GHJFU,Yes,No
6896-SRVYQ,No,No
7767-UXAGJ,No,No
4652-ODEVH,Yes,Yes
6510-UPNKS,No,No
6718-BDGHG,Yes,No
9046-DQMTP,No,No
6439-LAJXL,Yes,No
1571-SAVHK,No,No
9052-VKDUW,Yes,No
9546-CQJSU,No,No
1666-JZPZT,No,No
5777-KJIRB,No,No
0506-LVNGN,No,No
7677-SJJJK,Yes,Yes
2480-EJWYP,Yes,No
3253-HKOKL,Yes,Yes
7055-HNEOJ,Yes,No
5514-YQENT,No,Yes
3211-AAPKX,No,No
8445-DNBAE,No,Yes
2951-QOQTK,No,Yes
2958-NHPPS,No,No
6806-YDEUL,No,No
1735-XMJVH,Yes,Yes
6890-PFRQX,No,No
0222-CNVPT,No,No
5899-OUVKV,No,No
8681-ICONS,Yes,Yes
1621-YNCJH,Yes,No
3473-XIIIT,Yes,No
6362-QHAFM,Yes,No
7893-IXHRQ,No,No
3070-BDOQC,No,No
2952-QAYZF,No,No
6234-PFPXL,Yes,No
9824-QCJPK,Yes,No
4763-PGDPO,No,No
4283-IVYCI,No,No
1866-OBPNR,Yes,Yes
8205-MQUGY,Yes,Yes
8970-ANWXO,No,No
9480-BQJEI,No,No
5394-SVGJV,No,No
6979-TNDEU,No,No
9777-WJJPR,Yes,No
9283-LZQOH,Yes,Yes
7079-QRCBC,No,No
9495-SKLKD,Yes,Yes
6048-UWKAL,Yes,No
5067-DGXLL,No,No
5469-CTCWN,Yes,Yes
9851-QXEEQ,No,No
6281-FKEWS,No,No
8898-KASCD,No,No
9242-TKFSV,Yes,Yes
9290-SHCMB,No,No
0743-HNPFG,Yes,Yes
2277-BKJKN,Yes,No
9809-IMGCQ,No,No
5208-HFSBT,No,No
5035-PGZXH,No,No
8695-WDYEA,No,No
6543-JXSOO,Yes,Yes
8016-ZMGMO,Yes,No
8605-ITULD,No,No
3254-YRILK,No,No
6416-YJTTB,No,No
2667-WYLWJ,Yes,Yes
4472-VESGY,Yes,Yes
3195-TQDZX,No,No
3128-YOVTD,Yes,Yes
0529-ONKER,No,No
1728-CXQBE,Yes,No
7041-TXQJH,No,No
5014-GSOUQ,No,No
5724-BIDBU,Yes,No
0481-SUMCB,No,No
1769-GRUIK,No,No
5240-IJOQT,No,No
8819-WFGGJ,Yes,No
7427-AUFPY,No,No
2811-POVEX,Yes,Yes
1092-GANHU,No,No
7898-PDWQE,Yes,No
9972-EWRJS,Yes,Yes
9314-IJWSQ,Yes,Yes
0661-XEYAN,No,No
5799-JRCZO,No,Yes
1921-KYSAY,No,No
6198-RTPMF,Yes,No
2924-KHUVI,Yes,No
1925-GMVBW,No,No
7881-EVUAD,No,No
6184-DYUOB,Yes,No
9207-ZPANB,No,No
5766-XQXMQ,No,No
9327-QSDED,No,No
1656-DRSMG,No,No
3012-VFFMN,Yes,Yes
2984-AFWNC,No,No
0640-YJTPY,Yes,Yes
8096-LOIST,No,No
9764-REAFF,Yes,No
3703-VAVCL,Yes,Yes
7107-UBYKY,Yes,Yes
4881-GQJTW,No,No
8519-QJGJD,No,No
7876-DNYAP,Yes,Yes
7905-NJMXS,Yes,No
2882-WDTBA,Yes,Yes
2091-GPPIQ,Yes,Yes
6326-MTTXK,No,No
5071-FBJFS,Yes,Yes
2796-UUZZO,Yes,Yes
2429-AYKKO,No,No
9798-OPFEM,No,No
0330-IVZHA,Yes,No
3794-NFNCH,Yes,No
5193-QLVZB,No,No
7114-AEOZE,No,No
2886-KEFUM,Yes,No
5522-NYKPB,Yes,Yes
4237-RLAQD,No,No
9957-YODKZ,Yes,No
6518-KZXCB,No,No
2245-ADZFJ,Yes,Yes
7776-QGYJC,Yes,Yes
9313-QOLTZ,No,No
9651-GTSAQ,Yes,No
3186-BAXNB,No,No
4672-FOTSD,No,No
0637-YLETY,No,No
9818-XQCUV,No,No
7338-ERIVA,No,Yes
1157-BQCUW,No,No
8259-NFJTV,Yes,Yes
3223-DWFIO,No,No
2660-EMUBI,No,No
6968-GMKPR,No,No
4751-ERMAN,Yes,Yes
1436-ZMJAN,Yes,No
3292-PBZEJ,No,No
0799-DDIHE,Yes,Yes
3070-FNFZQ,Yes,Yes
2812-SFXMJ,No,Yes
7675-OZCZG,No,No
5014-WUQMG,Yes,Yes
5312-TSZVC,No,Yes
2003-CKLOR,No,No
0993-OSGPT,Yes,No
9254-RBFON,Yes,Yes
1205-WNWPJ,No,No
9391-EOYLI,Yes,No
7108-DGVUU,Yes,No
2782-JEEBU,No,No
5127-BZENZ,Yes,Yes
2720-FVBQP,Yes,Yes
9906-NHHVC,No,No
4522-XRWWI,Yes,No
3766-EJLFL,Yes,Yes
5939-SXWHM,Yes,Yes
8152-UOBNY,No,No
7351-KYHQH,No,No
7643-RCHXS,Yes,Yes
8246-SHFGA,No,No
8387-MOJJT,Yes,Yes
0620-XEFWH,Yes,Yes
6485-QXWWE,No,Yes
2761-OCIAX,No,No
7321-VGNKU,Yes,No
5327-CNLUQ,Yes,No
7552-KEYGT,Yes,No
5816-JMLGY,Yes,Yes
3068-OMWZA,No,No
2927-QRRQV,Yes,No
6032-KRXXO,No,No
7459-RRWQZ,No,No
6265-SXWBU,Yes,Yes
7941-RCJOW,No,No
6374-NTQLP,Yes,Yes
4154-AQUGT,Yes,No
2387-KDZQY,No,No
3584-WKTTW,Yes,No
3399-BMLVW,Yes,Yes
1971-DTCZB,Yes,No
3092-IGHWF,Yes,Yes
3374-PZLXD,No,No
3813-DHBBB,Yes,No
2812-REYAT,Yes,No
6518-PPLMZ,Yes,Yes
4939-KYYPY,No,No
8017-LXHFA,No,No
5930-GBIWP,No,No
6022-KOUQO,Yes,Yes
6352-TWCAU,No,No
2361-UPSND,Yes,No
6035-RIIOM,No,No
2929-QNSRW,Yes,No
1262-OPMFY,Yes,No
9504-DSHWM,No,No
5035-BVCXS,No,No
6267-DCFFZ,Yes,No
3533-UVMOM,Yes,No
2439-LYPMQ,Yes,No
4248-QPAVC,Yes,No
1899-VXWXM,No,No
1478-VPOAD,No,No
9995-HOTOH,Yes,Yes
2988-PLAHS,No,No
1371-OJCEK,No,No
4999-IEZLT,No,No
8883-ANODQ,Yes,Yes
4690-LLKUA,No,No
2351-RRBUE,Yes,Yes
5980-BDHPY,Yes,No
1498-DQNRX,Yes,No
9469-WEJBT,Yes,No
3331-HQDTW,No,No
9490-DFPMD,No,No
2581-VKIRT,Yes,Yes
5442-XSDCW,Yes,Yes
7426-WEIJX,Yes,Yes
2851-MMUTZ,No,No
3049-NDXFL,No,No
8580-AECUZ,No,No
3307-TLCUD,Yes,No
6625-FLENO,Yes,No
2967-MXRAV,Yes,Yes
7963-GQRMY,Yes,Yes
8189-HBVRW,No,No
4163-KIUHY,No,No
1228-FZFRV,Yes,Yes
3500-NSDOA,Yes,Yes
1171-TYKUR,Yes,No
3761-FLYZI,Yes,No
2058-DCJBE,No,No
5364-XYIRR,Yes,No
4829-AUOAX,No,No
1219-NNDDO,No,No
8388-DMKAE,No,No
4403-BWPAY,No,No
9659-QEQSY,No,No
5405-ZMYXQ,No,No
5047-LHVLY,No,Yes
1442-OKRJE,Yes,Yes
4737-AQCPU,Yes,Yes
9158-VCTQB,Yes,No
2808-CHTDM,Yes,Yes
6311-UEUME,No,No
0793-TWELN,No,No
3283-WCWXT,Yes,Yes
1060-ENTOF,Yes,No
0999-QXNSA,No,Yes
5451-MHQOF,Yes,Yes
4836-WNFNO,Yes,No
9225-BZLNZ,Yes,No
0354-VXMJC,Yes,Yes
4422-QVIJA,No,Yes
9365-SRSZE,Yes,No
6839-ITVZJ,Yes,Yes
8332-OSJDW,Yes,Yes
4735-BJKOU,No,No
0274-JKUJR,Yes,Yes
5740-YHGTW,Yes,Yes
8917-SZTTJ,Yes,Yes
1696-MZVAU,Yes,Yes
7359-WWYJV,Yes,No
0375-HVGXO,No,No
4906-ZHGPK,Yes,Yes
8593-WHYHV,No,No
3795-GWTRD,Yes,Yes
1298-PHBTI,Yes,Yes
6223-DHJGV,No,No
6961-MJKBO,No,No
6097-EQISJ,Yes,Yes
4423-YLHDV,Yes,No
8158-WPEZG,No,No
0107-YHINA,No,Yes
4918-FYJNT,Yes,No
0727-BNRLG,No,No
4854-CIDCF,No,No
8640-SDGKB,No,No
3280-MRDOF,No,No
6435-SRWBJ,No,No
9964-WBQDJ,Yes,No
6303-KFWSL,No,No
1702-CCFNJ,Yes,No
8932-CZHRQ,No,No
0386-CWRGM,Yes,Yes
5515-RUGKN,No,No
0404-AHASP,Yes,No
7279-NMVJC,No,No
2081-VEYEH,No,No
6407-UTSLV,No,No
4116-TZAQJ,No,No
9060-HJJRW,No,No
2587-YNLES,Yes,Yes
7398-SKNQZ,Yes,No
5935-FCCNB,No,No
1958-RNRKS,Yes,No
5136-RGMZO,No,No
8345-MVDYC,No,No
8226-BXGES,Yes,No
3877-JRJIP,No,No
8375-DKEBR,No,No
9705-IOVQQ,Yes,Yes
1015-OWJKI,No,No
7511-YMXVQ,No,No
2040-XBAVJ,Yes,Yes
7551-JOHTI,No,No
8887-IPQNC,Yes,No
8646-JCOMS,Yes,No
9804-ICWBG,No,No
1222-KJNZD,Yes,Yes
0106-GHRQR,No,No
5318-IXUZF,No,No
3768-VHXQO,Yes,No
8952-WCVCD,Yes,No
2418-TPEUN,Yes,Yes
3963-RYFNS,No,No
3198-VELRD,Yes,Yes
8540-ZQGEA,Yes,No
1320-REHCS,No,No
4137-JOPHL,No,No
9436-ZBZCT,No,No
7801-CEDNV,Yes,No
2057-BOYKM,Yes,No
3658-QQJYD,No,No
1803-BGNBD,No,No
0134-XWXCE,No,No
6950-TWMYB,Yes,Yes
5848-FHRFC,No,No
2243-FNMMI,No,No
2511-MORQY,Yes,Yes
5356-KZCKT,No,No
9470-XCCEM,Yes,Yes
6519-CFDBX,No,No
3902-MIVLE,Yes,Yes
0409-WTMPL,Yes,No
8763-KIAFH,Yes,Yes
3669-WHAFY,Yes,No
3055-VTCGS,No,No
3144-KMTWZ,Yes,No
7279-BUYWN,No,No
7156-MHUGY,No,No
7198-GLXTC,No,No
2007-QVGAW,Yes,Yes
5207-PLSTK,Yes,Yes
2307-FYNNL,No,No
5605-XNWEN,Yes,No
2155-AMQRX,No,No
6181-AXXYF,Yes,Yes
5091-HFAZW,No,No
0516-VRYBW,No,Yes
2519-LBNQL,Yes,No
8623-ULFNQ,No,No
8380-PEFPE,No,Yes
5687-DKDTV,No,No
1568-LJSZU,Yes,Yes
7530-HDYDS,No,No
7789-HKSBS,Yes,No
7416-CKTEP,Yes,No
2586-CWXVV,Yes,No
3096-IZETN,No,No
2348-KCJLT,Yes,No
8401-EMUWF,Yes,Yes
4193-IBKSW,Yes,Yes
5377-NDTOU,Yes,Yes
5922-ABDVO,Yes,No
2474-LCNUE,Yes,No
0839-QNXME,No,No
3506-OVLKD,No,No
9172-ANCRX,No,No
6650-VJONK,No,No
2178-PMGCJ,No,No
7492-TAFJD,Yes,Yes
2773-MADBQ,No,No
6016-LVTJQ,Yes,Yes
7860-KSUGX,Yes,Yes
8966-KZXXA,Yes,Yes
6910-HADCM,No,No
4816-LXZYW,No,No
9606-PBKBQ,Yes,No
5149-QYTTU,Yes,Yes
2070-XYMFH,No,No
2085-BOJKI,Yes,No
0817-HSUSE,No,No
5442-PPTJY,Yes,Yes
1927-QEWMY,Yes,No
1663-MHLHE,No,No
5663-QBGIS,Yes,No
4450-MDZFX,Yes,Yes
6701-DHKWQ,Yes,Yes
7554-AKDQF,Yes,No
3536-IQCTX,Yes,No
4911-BANWH,No,Yes
8496-EJAUI,No,No
0794-YVSGE,Yes,Yes
5423-BHIXO,No,No
6908-VVYHM,Yes,No
2959-EEXWB,Yes,Yes
1839-UMACK,No,No
3030-YDNRM,No,No
7321-KKSDU,No,Yes
3402-XRIUO,Yes,No
3132-TVFDZ,Yes,No
8286-AFUYI,No,No
8080-DDEMJ,No,No
8356-WUAOJ,Yes,No
6365-MTGZX,No,No
1349-WXNGG,No,No
8058-DMYRU,No,No
9350-ZXYJC,No,No
6990-YNRIO,Yes,Yes
8958-JPTRR,Yes,No
6959-GQEGV,No,No
3173-WSSUE,Yes,Yes
1265-HVPZB,Yes,No
4115-UMJFQ,No,No
7369-TRPFD,No,No
1098-KFQEC,Yes,Yes
7190-XHTWJ,No,No
0621-TWIEM,No,No
3537-RYBHH,Yes,No
2485-ITVKB,Yes,No
3669-OYSJI,No,No
1612-EOHDH,No,No
6702-OHFWR,No,No
5296-BFCYD,Yes,Yes
4510-PYUSH,No,No
9359-JANWS,Yes,No
7517-SAWMO,Yes,No
4143-HHPMK,No,No
3279-DYZQM,Yes,Yes
7054-LGEQW,No,No
0523-VNGTF,No,No
9575-IWCAZ,Yes,No
7105-MXJLL,Yes,No
7064-FRRSW,No,No
7940-UQQUG,Yes,Yes
0923-PNFUB,No,No
3961-SXAXY,No,No
7010-BRBUU,Yes,Yes
3566-HJGPK,No,No
3062-ICYZQ,Yes,Yes
9938-PRCVK,Yes,Yes
0973-KYVNF,Yes,Yes
5129-HHMZC,Yes,No
9637-CDTKZ,Yes,No
3946-JEWRQ,Yes,No
7873-CVMAW,No,No
0463-WZZKO,No,No
3494-JCHRQ,No,No
6474-FVJLC,No,No
4524-QCSSM,No,No
5832-EXGTT,Yes,Yes
8840-DQLGN,Yes,No
2039-JONDJ,No,No
7217-JYHOQ,Yes,Yes
6695-FRVEC,Yes,Yes
4547-LYTDD,No,No
9894-QMIMJ,No,No
8069-YQQAJ,No,No
6770-XUAGN,Yes,Yes
4193-ORFCL,No,No
1636-NTNCO,No,No
3466-WAESX,No,Yes
9281-PKKZE,Yes,No
3638-VBZTA,No,Yes
7459-IMVYU,No,No
7776-QWNFX,Yes,No
6689-TCZHQ,No,No
8563-OYMQY,No,No
0754-EEBDC,Yes,Yes
5777-ZPQNC,No,No
1951-IEYXM,Yes,Yes
3318-NMQXL,No,No
3143-ILDAL,No,No
1022-RKXDR,No,No
2361-FJWNO,No,No
2272-UOINI,No,No
