customer_id,contract_type,internet_service,internet_type,phone_service,multiple_lines,online_security,online_backup,device_protection_plan,premium_tech_support,payment_method,paperless_billing
4110-PFEUZ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Credit Card,No
0256-LTHVJ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
0880-TKATG,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,No
3811-VBYBZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
4640-UHDOS,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
3583-EKAPL,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Bank Withdrawal,Yes
9399-APLBT,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
2359-KMGLI,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
0306-JAELE,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Bank Withdrawal,Yes
6227-HWPWX,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
0447-BEMNG,Month-to-Month,Yes,Cable,No,No,Yes,No,Yes,No,Bank Withdrawal,Yes
5949-XIKAE,Month-to-Month,Yes,Cable,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
8372-JUXUI,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
0388-EOPEX,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Bank Withdrawal,Yes
8205-OTCHB,One Year,Yes,DSL,No,No,No,Yes,Yes,No,Bank Withdrawal,Yes
7783-YKGDV,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,Yes
7218-HKQFK,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Bank Withdrawal,Yes
4636-QRJKY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
9412-GHEEC,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,No
6825-UYPFK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,No
8397-MVTAZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
9282-IZGQK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
1342-JPNKI,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
2817-NTQDO,Month-to-Month,Yes,DSL,No,No,Yes,No,No,Yes,Credit Card,Yes
6986-IJDHX,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Credit Card,Yes
5301-GAUUY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
0939-YAPAF,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
4710-FDUIZ,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Credit Card,No
1218-VKFPE,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
3627-FHKBK,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Mailed Check,No
0719-SYFRB,Month-to-Month,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,Yes
6543-CPZMK,Month-to-Month,Yes,DSL,No,No,No,Yes,No,No,Bank Withdrawal,Yes
4765-OXPPD,Month-to-Month,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,No
1009-IRMNA,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
7207-RMRDB,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
0195-IESCP,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
4580-TMHJU,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
0970-ETWGE,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Bank Withdrawal,Yes
0887-HJGAR,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Mailed Check,Yes
9576-ANLXO,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
2024-BASKD,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Mailed Check,Yes
4464-JCOLN,One Year,No,,Yes,No,No,No,No,No,Mailed Check,No
5650-VDUDS,Month-to-Month,Yes,Cable,No,No,No,No,No,No,Mailed Check,Yes
7538-GWHML,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
3859-CVCET,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Mailed Check,No
3276-HDUEG,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Mailed Check,Yes
0822-GAVAP,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,Yes
1448-PWKYE,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Bank Withdrawal,No
2276-YDAVZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Credit Card,Yes
5896-NPFWW,Month-to-Month,Yes,Cable,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
7133-VBDCG,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Bank Withdrawal,Yes
1029-QFBEN,Month-to-Month,No,,Yes,No,No,No,No,No,Mailed Check,No
4952-YSOGZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
1589-AGTLK,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,Yes
6439-GTPCA,Month-to-Month,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,Yes
5138-WVKYJ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Bank Withdrawal,No
2189-WWOEW,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
1894-IGFSG,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
7379-POKDZ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
0236-HFWSV,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
3900-AQPHZ,Month-to-Month,No,,Yes,No,No,No,No,No,Mailed Check,No
5842-POCOP,Month-to-Month,Yes,Cable,Yes,No,Yes,No,Yes,No,Mailed Check,Yes
2037-XJFUP,One Year,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
7314-OXENN,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
0322-CHQRU,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
4678-DVQEO,Month-to-Month,Yes,DSL,Yes,No,No,No,No,Yes,Bank Withdrawal,Yes
3009-JWMPU,One Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
1450-GALXR,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
3138-BKYAV,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
4289-DTDKW,Month-to-Month,Yes,Cable,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
1820-TQVEV,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
2239-JALAW,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
4853-RULSV,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Credit Card,Yes
6275-YDUVO,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Mailed Check,Yes
0115-TFERT,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
2311-QYMUQ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Credit Card,Yes
3104-OWCGK,One Year,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Bank Withdrawal,No
9101-BWFSS,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,No
6982-SSHFK,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Mailed Check,No
1038-ZAGBI,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
3027-ZTDHO,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
2382-BCKQJ,One Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
2207-NHRJK,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,No,Bank Withdrawal,No
9944-HKVVB,Month-to-Month,Yes,Cable,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
4124-MMETB,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Credit Card,Yes
3671-SHRSP,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Mailed Check,Yes
3313-QKNKB,One Year,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,No
5073-WXOYN,Month-to-Month,Yes,Cable,No,No,No,Yes,No,No,Bank Withdrawal,Yes
0207-MDKNV,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,No
9851-KIELU,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
3908-BLSYF,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Bank Withdrawal,No
7549-MYGPK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,Yes
3804-RVTGV,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
9227-LUNBG,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,No
4315-MURBD,Month-to-Month,Yes,Cable,Yes,No,Yes,No,No,Yes,Bank Withdrawal,Yes
9734-YWGEX,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Credit Card,No
2719-BDAQO,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Bank Withdrawal,No
9625-QSTYE,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Bank Withdrawal,Yes
6400-BWQKW,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
6680-WKXRZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,No
9448-REEVD,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,No
9117-SHLZX,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Mailed Check,Yes
4541-RMRLG,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
3158-MOERK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
7294-TMAOP,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
2834-JRTUA,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Bank Withdrawal,Yes
5875-YPQFJ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
8603-IJWDN,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
3842-IYKUE,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Credit Card,No
6641-XRPSU,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Credit Card,Yes
8357-EQXFO,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
9524-EGPJC,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
6993-OHLXR,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
8818-XYFCQ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Credit Card,Yes
4695-VADHF,Month-to-Month,Yes,DSL,Yes,No,No,No,Yes,No,Bank Withdrawal,No
3863-IUBJR,One Year,Yes,DSL,Yes,No,No,No,No,No,Credit Card,No
8436-BJUMM,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
9948-YPTDG,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Bank Withdrawal,Yes
4883-QICIH,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
8329-IBCTI,Month-to-Month,No,,Yes,No,No,No,No,No,Mailed Check,No
5669-SRAIP,Month-to-Month,Yes,DSL,No,No,No,No,Yes,No,Bank Withdrawal,No
5981-ITEMU,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
6941-PMGEP,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
1624-WOIWJ,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Mailed Check,Yes
2074-GKOWZ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
0376-YMCJC,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
0634-SZPQA,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
5536-RTPWK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
6166-ILMNY,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
3097-NNSPB,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,No,Credit Card,Yes
0655-RBDUG,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
4361-BKAXE,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
9878-TNQGW,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
4607-CHPCA,One Year,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
8824-RWFXJ,Month-to-Month,Yes,Cable,Yes,No,No,Yes,Yes,No,Mailed Check,Yes
9763-PDTKK,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
7627-JKIAZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Credit Card,Yes
4081-DYXAV,One Year,Yes,DSL,No,No,No,No,No,No,Credit Card,Yes
0927-LCSMG,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Mailed Check,No
8257-RZAHR,Month-to-Month,Yes,DSL,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
0841-NULXI,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,Yes
7851-WZEKY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
8844-TONUD,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Mailed Check,Yes
5868-CZJDR,Month-to-Month,Yes,DSL,No,No,No,Yes,No,No,Mailed Check,Yes
0135-NMXAP,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
6270-OMFIW,One Year,Yes,Cable,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
0107-WESLM,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
3992-YWPKO,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Yes
0125-LZQXK,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,Yes
5673-FSSMF,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
1579-KLYDT,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
3927-NLNRY,One Year,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
6358-LYNGM,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
5494-HECPR,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
9824-BEMCV,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
1373-ORVIZ,Month-to-Month,Yes,DSL,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
9866-QEVEE,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
9897-KXHCM,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
7979-CORPM,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Credit Card,Yes
1618-CFHME,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
3165-HDOEW,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,Yes
6581-NQCBA,Month-to-Month,Yes,DSL,No,No,No,No,No,Yes,Bank Withdrawal,Yes
1689-MRZQR,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
5835-BEQEU,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
5552-ZNFSJ,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
2223-KAGMX,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
7321-PKUYW,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,Yes,Bank Withdrawal,No
2833-SLKDQ,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Credit Card,No
7595-EUIVN,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,No
2026-TGDHM,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
4030-VPZBD,Month-to-Month,Yes,DSL,No,No,No,No,No,Yes,Bank Withdrawal,Yes
2408-TZMJL,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,Yes
7993-PYKOF,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Bank Withdrawal,No
5027-XWQHA,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Bank Withdrawal,No
4566-QVRRW,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,Yes
0201-OAMXR,One Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,No
7831-QGOXH,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
6393-WRYZE,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
6599-RCLCJ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
9831-BPFRI,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
1725-MIMXW,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
0031-PVLZI,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
4791-QRGMF,One Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
4671-LXRDQ,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Credit Card,Yes
1934-SJVJK,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
3838-OZURD,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Credit Card,Yes
9269-CQOOL,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,Yes
2845-HSJCY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
1184-PJVDB,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
9415-DPEWS,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
7943-RQCHR,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
3249-ZPQRG,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,No
2568-BRGYX,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
7721-JXEAW,Month-to-Month,Yes,DSL,No,No,No,Yes,No,No,Bank Withdrawal,Yes
7249-WBIYX,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
3164-AALRN,One Year,Yes,DSL,Yes,No,No,No,Yes,No,Credit Card,Yes
3334-CTHOL,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
4704-ERYFC,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
0471-LVHGK,One Year,Yes,DSL,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
9518-RWHZL,One Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Credit Card,Yes
6240-EURKS,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,Yes
6960-HVYXR,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,No
7861-UVUFT,Month-to-Month,Yes,Cable,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
0680-DFNNY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
7767-UXAGJ,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
1571-SAVHK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Credit Card,Yes
9546-CQJSU,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
2951-QOQTK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Credit Card,No
3473-XIIIT,Month-to-Month,Yes,Cable,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
7893-IXHRQ,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
2952-QAYZF,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
4763-PGDPO,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
5394-SVGJV,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,No
9283-LZQOH,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Credit Card,Yes
7079-QRCBC,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
5469-CTCWN,One Year,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Bank Withdrawal,Yes
9851-QXEEQ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
5208-HFSBT,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,Yes,Credit Card,Yes
2667-WYLWJ,One Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
1092-GANHU,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
7881-EVUAD,Month-to-Month,Yes,DSL,No,No,Yes,Yes,No,No,Bank Withdrawal,Yes
5766-XQXMQ,Month-to-Month,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Bank Withdrawal,Yes
3703-VAVCL,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Credit Card,No
8519-QJGJD,Month-to-Month,Yes,Cable,Yes,No,No,No,Yes,No,Bank Withdrawal,No
6326-MTTXK,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,No
0330-IVZHA,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
2886-KEFUM,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
4237-RLAQD,Month-to-Month,Yes,Cable,Yes,No,No,No,No,No,Credit Card,Yes
9651-GTSAQ,One Year,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Bank Withdrawal,Yes
3186-BAXNB,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Bank Withdrawal,No
0637-YLETY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Credit Card,Yes
1157-BQCUW,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
2003-CKLOR,Month-to-Month,Yes,Cable,Yes,No,No,Yes,Yes,No,Bank Withdrawal,No
9254-RBFON,One Year,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,No
1205-WNWPJ,Month-to-Month,Yes,DSL,Yes,No,No,No,No,Yes,Credit Card,Yes
8387-MOJJT,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Credit Card,Yes
6032-KRXXO,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
7459-RRWQZ,Month-to-Month,Yes,DSL,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
3092-IGHWF,One Year,Yes,Cable,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,No
6352-TWCAU,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
2929-QNSRW,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
1262-OPMFY,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
1899-VXWXM,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Credit Card,Yes
3331-HQDTW,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Credit Card,Yes
5442-XSDCW,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
3049-NDXFL,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Credit Card,No
7963-GQRMY,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,No
1228-FZFRV,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Credit Card,No
2058-DCJBE,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
5364-XYIRR,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
