customer_id,gender,senior_citizen,age_group
5016-ETTFF,Male,No,45–59
3866-MDTUB,Female,No,60+
0697-ZMSWS,Male,No,<30
7593-XFKDI,Male,No,30–44
0337-CNPZE,Female,No,60+
1513-XNPPH,Female,No,30–44
6347-DCUIK,Male,No,<30
0897-FEGMU,Female,No,30–44
7663-RGWBC,Male,No,30–44
1120-BMWUB,Female,No,30–44
9124-LHCJQ,Female,No,<30
2235-ZGKPT,Female,No,30–44
3891-PUQOD,Female,No,30–44
0689-NKYLF,Male,No,30–44
3658-KIBGF,Female,No,<30
5519-YLDGW,Female,No,45–59
4946-EDSEW,Female,No,30–44
8185-UPYBR,Male,No,30–44
4585-HETAI,Female,No,<30
7526-BEZQB,Male,No,30–44
4951-UKAAQ,Female,No,30–44
2108-YKQTY,Female,No,30–44
4918-QLLIW,Male,No,<30
1625-JAIIY,Female,No,30–44
2947-DOMLJ,Male,No,45–59
4112-LUEIZ,Male,No,45–59
4510-HIMLV,Male,No,45–59
2430-USGXP,Male,No,30–44
5955-ERIHD,Male,No,45–59
5949-EBSQK,Male,No,30–44
7274-RTAPZ,Male,No,<30
0311-UNPFF,Female,No,45–59
3834-XUIFC,Male,No,<30
7599-FKVXZ,Male,No,45–59
8229-TNIQA,Female,No,30–44
6221-AVQYL,Male,No,30–44
7743-EXURX,Male,No,45–59
5569-KGJHX,Female,No,60+
7730-IUTDZ,Male,No,60+
0426-TIRNE,Female,No,45–59
7587-RZNME,Male,No,<30
0748-RDGGM,Male,No,30–44
3746-EUBYR,Male,No,60+
2332-EFBJY,Male,No,30–44
9474-PHLYD,Female,No,<30
2165-VOEGB,Female,No,<30
2219-MVUSO,Male,No,45–59
8914-RBTSB,Male,No,60+
0963-ZBDRN,Male,No,45–59
7594-RQHXR,Female,No,<30
6331-EWIEB,Male,No,45–59
5998-VVEJY,Male,No,30–44
4317-VTEOA,Male,No,60+
1670-SVOWZ,Female,No,45–59
7541-YLXCL,Male,No,<30
0260-ZDLGK,Female,No,45–59
8722-NGNBH,Male,No,<30
0133-BMFZO,Female,No,30–44
6128-CZOMY,Female,No,30–44
9540-JYROE,Male,No,30–44
3656-TKRVZ,Female,No,<30
1501-SGHBW,Male,No,30–44
3208-YPIOE,Male,No,60+
2612-RANWT,Female,No,<30
2933-FILNV,Female,No,45–59
9986-BONCE,Female,No,30–44
4083-EUGRJ,Male,No,30–44
6410-LEFEN,Female,No,30–44
3194-ORPIK,Female,No,45–59
8816-VXNZD,Female,No,30–44
9378-FXTIZ,Female,No,45–59
1723-HKXJQ,Male,No,60+
7825-GKXMW,Female,No,30–44
1240-KNSEZ,Male,No,60+
0836-SEYLU,Male,No,60+
3716-BDVDB,Male,No,60+
5899-MQZZL,Female,No,<30
6849-OYAMU,Male,No,45–59
6038-GCYEC,Female,No,<30
1150-WFARN,Female,No,45–59
3144-AUDBS,Female,No,45–59
5616-PRTNT,Male,No,30–44
6688-UZPWD,Female,No,30–44
2839-RFSQE,Female,No,60+
0968-GSIKN,Female,No,<30
1965-DDBWU,Male,No,30–44
9057-SIHCH,Female,No,45–59
6771-XWBDM,Female,No,45–59
8601-QACRS,Female,No,45–59
2391-SOORI,Male,No,30–44
2645-QTLMB,Male,No,<30
4806-HIPDW,Female,No,60+
8443-ZRDBZ,Male,No,60+
9136-ALYBR,Male,No,30–44
7479-NITWS,Male,No,30–44
2959-MJHIC,Male,No,60+
5960-WPXQM,Male,No,<30
0684-AOSIH,Male,No,30–44
8260-NGFNY,Female,No,<30
1725-IQNIY,Male,No,30–44
6598-RFFVI,Male,No,45–59
8614-VGMMV,Female,No,30–44
2930-UOTMB,Female,No,<30
2533-QVMSK,Male,No,45–59
8625-AZYZY,Male,No,45–59
9306-CPCBC,Female,No,30–44
2656-TABEH,Male,No,45–59
2325-ZUSFD,Female,No,45–59
3932-CMDTD,Female,No,<30
3594-UVONA,Female,No,<30
0004-TLHLJ,Male,No,45–59
5089-IFSDP,Female,No,30–44
4817-VYYWS,Female,No,<30
1396-QWFBJ,Female,No,30–44
5299-SJCZT,Male,No,45–59
2898-LSJGD,Female,No,30–44
7359-PTSXY,Male,No,30–44
4503-BDXBD,Male,No,30–44
6086-ESGRL,Female,No,45–59
3886-CERTZ,Female,No,45–59
5759-RCVCB,Female,No,<30
6372-RFVNS,Female,No,45–59
8938-UMKPI,Female,No,30–44
0991-BRRFB,Male,No,30–44
6319-IEJWJ,Male,No,60+
9025-AOMKI,Female,No,30–44
5275-SQEIZ,Male,No,60+
7716-YTYHG,Female,No,30–44
4390-KYULV,Male,No,30–44
8945-GRKHX,Female,No,30–44
6959-UWKHF,Male,No,45–59
3815-SLMEF,Female,No,<30
5154-VEKBL,Female,No,30–44
4587-VVTOX,Female,No,<30
4652-NNHNY,Male,No,30–44
8515-OCTJS,Female,No,60+
5261-QSHQM,Female,No,30–44
8868-WOZGU,Male,No,30–44
1334-FJSVR,Male,No,60+
7625-XCQRH,Female,No,45–59
1731-TVIUK,Female,No,45–59
0618-XWMSS,Male,No,60+
2565-JSLRY,Male,No,<30
6689-KXGBO,Female,No,30–44
6615-NGGZJ,Male,No,45–59
4255-DDUOU,Female,No,45–59
2984-MIIZL,Male,No,45–59
5590-YRFJT,Female,No,30–44
3677-TNKIO,Female,No,<30
3329-WDIOK,Female,No,45–59
2873-ZLIWT,Female,No,60+
3415-TAILE,Female,No,<30
1915-IOFGU,Female,No,45–59
3045-XETSH,Female,No,30–44
7239-HZZCX,Male,No,<30
7683-CBDKJ,Male,No,30–44
0628-CNQRM,Male,No,45–59
7665-TOALD,Female,No,<30
0112-QWPNC,Male,No,60+
2777-PHDEI,Female,No,<30
1196-AMORA,Male,No,60+
4282-YMKNA,Female,No,45–59
5356-RHIPP,Male,No,30–44
0746-JTRFU,Male,No,<30
4628-CTTLA,Male,No,<30
2876-VBBBL,Female,No,60+
6834-NXDCA,Female,No,30–44
5597-GLBUC,Female,No,45–59
2748-MYRVK,Female,No,<30
4822-YCXMX,Male,No,60+
9821-POOTN,Male,No,45–59
6559-ILWKJ,Male,No,30–44
4229-CZMLL,Male,No,45–59
3663-MITLP,Female,No,30–44
9025-ZRPVR,Male,No,45–59
3285-UCQVC,Female,No,30–44
3737-GCSPV,Female,No,60+
4088-YLDSU,Male,No,<30
5797-APWZC,Female,No,30–44
3683-QKIUE,Female,No,45–59
4228-ZGYUW,Male,No,30–44
3519-ZKXGG,Female,No,60+
6416-TVAIH,Male,No,30–44
5108-ADXWO,Male,No,30–44
3066-RRJIO,Female,No,<30
6715-OFDBP,Male,No,45–59
1567-DSCIC,Male,No,45–59
2150-UWTFY,Female,No,<30
2683-BPJSO,Male,No,30–44
2157-MXBJS,Male,No,<30
1087-UDSIH,Female,No,30–44
5445-PZWGX,Male,No,60+
9170-CCKOU,Male,No,60+
1043-YCUTE,Male,No,<30
3814-MLAXC,Female,No,45–59
1226-UDFZR,Female,No,<30
5442-UTCVD,Male,No,45–59
7734-DBOAI,Female,No,30–44
2114-MGINA,Female,No,45–59
4489-SNOJF,Female,No,<30
2187-LZGPL,Female,No,30–44
9019-QVLZD,Female,No,45–59
3707-LRWZD,Female,No,30–44
1455-ESIQH,Male,No,30–44
2979-SXESE,Female,No,45–59
4013-TLDHQ,Male,No,45–59
6121-VZNQB,Female,No,30–44
6996-KNSML,Female,No,<30
2592-SEIFQ,Male,No,30–44
8642-GVWRF,Female,No,<30
3400-ESFUW,Male,No,<30
2057-ZBLPD,Female,No,45–59
5502-RLUYV,Female,No,30–44
9039-RBEEE,Male,No,<30
8417-FMLZI,Male,No,45–59
0515-YPMCW,Male,No,30–44
0378-XSZPU,Male,No,30–44
4729-XKASR,Male,No,45–59
5449-FIBXJ,Male,No,30–44
9837-BMCLM,Male,No,30–44
0137-UDEUO,Female,No,<30
4925-LMHOK,Male,No,<30
1455-UGQVH,Male,No,30–44
8280-MQRQN,Female,No,30–44
2037-SGXHH,Male,No,<30
3178-FESZO,Female,No,45–59
6087-MVHJH,Female,No,30–44
4603-JANFB,Male,No,45–59
3018-TFTSU,Male,No,30–44
4806-KEXQR,Male,No,<30
7083-YNSKY,Female,No,<30
7434-SHXLS,Female,No,<30
7908-QCBCA,Female,No,45–59
6711-FLDFB,Female,No,60+
4702-IOQDC,Female,No,45–59
6178-KFNHS,Female,No,30–44
1264-BYWMS,Male,No,30–44
9658-WYUFB,Female,No,45–59
2013-SGDXK,Female,No,<30
3506-LCJDC,Male,No,45–59
3934-HXCFZ,Male,No,30–44
7666-WKRON,Female,No,30–44
4910-AQFFX,Male,No,30–44
2154-KVJFF,Female,No,30–44
9647-ERGBE,Female,No,60+
3428-XZMAZ,Male,No,60+
0378-TOVMS,Female,No,<30
4355-HBJHH,Male,No,45–59
0318-QUUOB,Male,No,<30
5520-FVEWJ,Female,No,<30
5572-ZDXHY,Female,No,<30
3750-CKVKH,Male,No,45–59
4547-KQRTM,Female,No,60+
4877-EVATK,Male,No,30–44
7639-SUPCW,Female,No,30–44
4658-HCOHW,Female,No,45–59
3440-JPSCL,Female,No,<30
2889-FPWRM,Male,No,30–44
4290-BSXUX,Male,No,30–44
0325-XBFAC,Male,No,30–44
2462-XIIJB,Male,No,30–44
4760-XOHVN,Female,No,45–59
7817-BOQPW,Female,No,30–44
1853-UDXBW,Male,No,30–44
5458-CQJTA,Male,No,45–59
5219-YIPTK,Female,No,45–59
3540-RZJYU,Female,No,<30
2091-MJTFX,Female,No,45–59
0883-EIBTI,Female,No,<30
7571-YXDAD,Female,No,30–44
3393-FMZPV,Female,No,45–59
7486-KSRVI,Male,No,45–59
8443-WVPSS,Male,No,45–59
3006-XIMLN,Female,No,30–44
6305-YLBMM,Male,No,45–59
3647-GMGDH,Male,No,45–59
6595-COKXZ,Female,No,60+
0362-ZBZWJ,Male,No,45–59
4211-MMAZN,Male,No,30–44
4274-OWWYO,Male,No,45–59
1541-ETJZO,Male,No,45–59
4106-HADHQ,Male,No,30–44
2369-UAPKZ,Male,No,30–44
0637-KVDLV,Male,No,30–44
6633-MPWBS,Male,No,45–59
8785-EPNCG,Male,No,30–44
5729-KLZAR,Female,No,<30
1582-RAFML,Male,No,<30
8740-CRYFY,Male,No,60+
2962-XPMCQ,Male,No,45–59
1678-FYZOW,Female,No,<30
8627-EHGIP,Male,No,30–44
5480-TBGPH,Female,No,60+
8854-CCVSQ,Male,No,45–59
0511-JTEOY,Female,No,30–44
6532-YLWSI,Female,No,<30
5175-AOBHI,Female,No,45–59
5174-RNGBH,Female,No,<30
7270-BDIOA,Female,No,60+
9565-JSNFM,Male,No,30–44
0607-DAAHE,Male,No,60+
9732-KPKBW,Male,No,45–59
9560-ARGQJ,Female,No,30–44
5134-IKDAY,Female,No,30–44
5380-AFSSK,Female,No,30–44
8714-EUHJO,Female,No,30–44
3721-CNEYS,Female,No,45–59
2568-OIADY,Female,No,<30
1193-RTSLK,Female,No,<30
5923-GXUOC,Male,No,30–44
4432-ADRLB,Male,No,45–59
8993-PHFWD,Female,No,60+
1565-RHDJD,Female,No,<30
3765-JXVKY,Female,No,<30
7330-WZLNC,Female,No,<30
6635-MYYYZ,Female,No,45–59
5378-IKEEG,Female,No,45–59
6413-XKKPU,Male,No,45–59
1449-XQEMT,Male,No,30–44
2626-URJFX,Male,No,45–59
2612-RRIDN,Male,No,<30
4735-ASGMA,Male,No,45–59
3669-LVWZB,Male,No,<30
6892-EZDTG,Female,No,45–59
9725-SCPZG,Male,No,45–59
5884-GCYMI,Male,No,60+
7853-GVUDZ,Female,No,45–59
3943-KDREE,Female,No,45–59
9239-ZBZZV,Female,No,<30
4398-HSCJH,Female,No,45–59
4430-UZIPO,Male,No,30–44
4855-SNKMY,Female,No,30–44
8008-HAWED,Male,No,30–44
1502-XFCVR,Female,No,45–59
9692-TUSXH,Female,No,<30
7912-SYRQT,Female,No,30–44
8292-TYSPY,Male,No,45–59
1867-BDVFH,Male,No,30–44
2359-QWQUL,Female,No,30–44
9103-TCIHJ,Female,No,60+
4140-WJAWW,Female,No,45–59
6653-CBBOM,Female,No,45–59
6101-IMRMM,Male,No,45–59
8943-URTMR,Female,No,45–59
2955-PSXOE,Female,No,45–59
7762-URZQH,Male,No,30–44
6907-NZZIJ,Female,No,45–59
2911-UREFD,Female,No,45–59
3744-ZRRDZ,Male,No,<30
5673-TIYIB,Male,No,30–44
1602-IJQQE,Female,No,30–44
4628-WQCQQ,Male,No,30–44
1644-IRKSF,Female,No,45–59
3705-PSNGL,Male,No,45–59
2606-RMDHZ,Male,No,45–59
6861-OKBCE,Female,No,60+
9940-RHLFB,Female,No,45–59
1383-EZRWL,Female,No,60+
4759-TRPLW,Male,No,30–44
8563-IIOXK,Male,No,<30
2982-VPSGI,Female,No,60+
8199-ZLLSA,Male,No,45–59
4625-EWPTF,Male,No,45–59
5980-NOPLP,Female,No,<30
9874-QLCLH,Female,No,30–44
6000-APYLU,Male,No,30–44
0947-IDHRQ,Female,No,<30
9048-JVYVF,Male,No,45–59
1902-XBTFB,Male,No,30–44
2794-XIMMO,Male,No,60+
8382-SHQEH,Female,No,45–59
2983-ZANRP,Female,No,<30
7845-URHJN,Female,No,<30
3034-ZBEQN,Female,No,30–44
0302-JOIVN,Female,No,45–59
5366-IJEQJ,Male,No,<30
1981-INRFU,Female,No,30–44
4971-PUYQO,Female,No,45–59
1527-SXDPN,Male,No,60+
8634-CILSZ,Male,No,45–59
6682-QJDGB,Male,No,<30
8780-IXSTS,Female,No,45–59
9530-EHPOH,Male,No,60+
0345-HKJVM,Female,No,30–44
3049-SOLAY,Female,No,<30
3235-ETOOB,Male,No,45–59
8058-INTPH,Female,No,45–59
8821-XNHVZ,Female,No,45–59
2082-OJVTK,Male,No,<30
5940-NFXKV,Male,No,45–59
8053-WWDRO,Female,No,60+
9564-KCLHR,Male,No,45–59
2082-CEFLT,Male,No,30–44
1213-NGCUN,Female,No,45–59
5688-KZTSN,Male,No,45–59
2894-QOJRX,Female,No,<30
3143-JQEGI,Female,No,45–59
6386-SZZKH,Female,No,30–44
3521-SYVOR,Female,No,<30
9526-JAWYF,Male,No,45–59
5649-VUKMC,Female,No,60+
4919-IKATY,Male,No,60+
9050-QLROH,Male,No,<30
0877-SDMBN,Female,No,<30
8065-YKXKD,Female,No,30–44
9637-EIHEQ,Female,No,<30
9689-PTNPG,Male,No,30–44
9465-RWMXL,Male,No,60+
2362-IBOOY,Male,No,<30
0843-WTBXE,Male,No,30–44
5515-IDEJJ,Male,No,45–59
5376-DEQCP,Female,No,45–59
9095-HFAFX,Female,No,60+
2379-ENZGV,Male,No,60+
2722-VOJQL,Male,No,30–44
5228-EXCET,Male,No,30–44
7394-FKDNK,Female,No,60+
6331-LWDTQ,Male,No,45–59
1597-FZREH,Female,No,30–44
0727-IWKVK,Male,No,30–44
3512-IZIKN,Female,No,45–59
6141-OOXUQ,Male,No,30–44
7503-ZGUZJ,Male,No,<30
8718-PTMEZ,Female,No,45–59
2207-OBZNX,Male,No,45–59
6142-VSJQO,Female,No,<30
6437-UKHMV,Female,No,30–44
1114-CENIM,Male,No,30–44
6289-CPNLD,Male,No,30–44
5536-SLHPM,Female,No,30–44
8837-VVWLQ,Female,No,30–44
2696-NARTR,Male,No,30–44
7614-QVWQL,Male,No,45–59
1809-DMJHQ,Female,No,45–59
6923-EFPNL,Male,No,30–44
9574-RKJIF,Male,No,45–59
2619-WFQWU,Female,No,30–44
0778-NELLA,Male,No,30–44
4614-NUVZD,Female,No,45–59
3803-KMQFW,Female,No,<30
6804-GDMOI,Female,No,30–44
9572-MTILT,Male,No,45–59
9611-CTWIH,Female,No,45–59
0329-GTIAJ,Female,No,30–44
6629-CZTTH,Male,No,60+
5364-EVNIB,Male,No,60+
5087-SUURX,Female,No,45–59
4929-BSTRX,Female,No,60+
2225-ZRGSG,Female,No,30–44
5271-YNWVR,Male,No,45–59
6330-JKLPC,Male,No,30–44
4667-OHGKG,Male,No,60+
1660-HSOOQ,Male,No,60+
7253-UVNDW,Female,No,45–59
7228-OMTPN,Male,No,30–44
2344-JMOGN,Male,No,45–59
3799-ISUZQ,Male,No,45–59
1794-HBQTJ,Female,No,<30
4818-DRBQT,Male,No,<30
1320-HTRDR,Female,No,30–44
1493-AMTIE,Male,No,<30
6424-ELEYH,Female,No,30–44
4391-RESHN,Male,No,45–59
6821-BUXUX,Female,No,<30
9801-GDWGV,Female,No,45–59
2320-JRSDE,Female,No,30–44
0601-WZHJF,Male,No,45–59
5143-WMWOG,Male,No,60+
5393-RXQSZ,Male,No,30–44
0231-LXVAP,Male,No,<30
9444-JTXHZ,Male,No,45–59
5510-BOIUJ,Male,No,30–44
4471-KXAUH,Female,No,45–59
7638-QVMVY,Female,No,60+
3244-DCJWY,Female,No,<30
7812-FZHPE,Female,No,30–44
4797-AXPXK,Female,No,60+
5229-PRWKT,Male,No,45–59
5057-LCOUI,Female,No,30–44
0156-FVPTA,Male,No,45–59
1984-FCOWB,Female,No,<30
0654-HMSHN,Male,No,45–59
5196-SGOAK,Female,No,30–44
6108-OQZDQ,Female,No,<30
0363-QJVFX,Male,No,<30
9840-DVNDC,Male,No,45–59
8042-JVNFH,Male,No,<30
3374-LXDEV,Female,No,30–44
5049-GLYVG,Male,No,45–59
5883-GTGVD,Male,No,45–59
4817-QRJSX,Female,No,45–59
9985-MWVIX,Female,No,45–59
2237-ZFSMY,Female,No,<30
6711-VTNRE,Female,No,30–44
4548-SDBKE,Female,No,<30
8066-POXGX,Female,No,<30
4143-OOBWZ,Male,No,30–44
7854-EKTJL,Female,No,30–44
9102-IAYHT,Female,No,<30
3422-LYEPQ,Male,No,45–59
4361-JEIVL,Male,No,<30
9507-EXLTT,Female,No,30–44
9846-GKXAS,Female,No,45–59
6017-PPLPX,Male,No,45–59
4581-SSPWD,Female,No,60+
0378-NHQXU,Female,No,30–44
4512-ZUIYL,Female,No,30–44
7969-AULMZ,Female,No,60+
0568-ONFPC,Male,No,30–44
0733-VUNUW,Male,No,30–44
4550-EVXNY,Female,No,45–59
2968-SSGAA,Female,No,30–44
6777-TGHTM,Female,No,30–44
3538-WZPHD,Male,No,45–59
8610-WFCJF,Female,No,45–59
4905-JEFDW,Male,No,30–44
7881-INRLC,Male,No,30–44
0117-LFRMW,Male,No,45–59
6172-FECYY,Male,No,45–59
4786-UKSNZ,Male,No,45–59
4192-GORJT,Male,No,30–44
7240-ETPTR,Female,No,45–59
2202-CUYXZ,Male,No,<30
5995-OIGLP,Male,No,30–44
6261-RCVNS,Female,No,<30
7951-QKZPL,Female,No,<30
3640-PHQXK,Female,No,45–59
8019-ENHXU,Male,No,45–59
9033-EOXWV,Female,No,45–59
1522-VVDMG,Male,No,<30
9185-TQCVP,Male,No,<30
8063-RJYNF,Male,No,<30
0687-ZVTHB,Male,No,<30
9661-ACXBS,Female,No,<30
3727-RJMEO,Male,No,30–44
5685-IIXLY,Female,No,45–59
4250-ZBWLV,Male,No,<30
5095-AESKG,Female,No,30–44
1871-MOWRM,Male,No,45–59
2027-OAQQC,Female,No,60+
1555-DJEQW,Female,No,<30
0519-XUZJU,Female,No,45–59
6338-AVWCY,Male,No,<30
9445-SZLCH,Female,No,30–44
7568-PODML,Male,No,30–44
5349-IECLD,Male,No,60+
3945-GFWQL,Female,No,30–44
3797-VTIDR,Male,No,45–59
9526-BIHHD,Male,No,30–44
4523-WXCEF,Female,No,<30
8364-TRMMK,Female,No,45–59
3063-QFSZL,Female,No,30–44
9249-FXSCK,Female,No,<30
5493-SDRDQ,Male,No,<30
0871-URUWO,Male,No,30–44
0870-VEMYL,Female,No,30–44
3982-XWFZQ,Female,No,30–44
4009-ALQFH,Female,No,30–44
3627-FCRDW,Female,No,45–59
7562-GSUHK,Female,No,30–44
4903-UYAVB,Male,No,45–59
6776-TLWOI,Male,No,<30
4077-CROMM,Female,No,45–59
2868-MZAGQ,Male,No,45–59
4847-QNOKA,Female,No,30–44
6379-RXJRQ,Male,No,30–44
8650-RHRKE,Male,No,<30
0475-RIJEP,Male,No,45–59
1260-TTRXI,Male,No,60+
4789-KWMXN,Male,No,30–44
2867-UIMSS,Male,No,<30
8111-RKSPX,Male,No,<30
1585-MQSSU,Male,No,30–44
8559-CIZFV,Male,No,30–44
7547-EKNFS,Male,No,30–44
4439-JMPMT,Female,No,30–44
2575-GFSOE,Female,No,<30
2842-JTCCU,Male,No,<30
9681-OXGVC,Female,No,45–59
7153-OANIO,Male,No,45–59
6521-YYTYI,Male,No,45–59
8878-HMWBV,Male,No,45–59
3751-KTZEL,Female,No,60+
0328-GRPMV,Female,No,30–44
4195-SMMNX,Male,No,60+
6956-SMUCM,Female,No,<30
3223-WZWJM,Male,No,30–44
9053-JZFKV,Male,No,<30
2530-ENDWQ,Female,No,45–59
6615-ZGEDR,Male,No,30–44
9250-WYPLL,Female,No,<30
2754-XBHTB,Female,No,30–44
7055-VKGDA,Male,No,30–44
0754-UKWQP,Male,No,60+
7493-TPUWZ,Male,No,60+
1577-HKTFG,Female,No,30–44
8752-STIVR,Female,No,60+
4558-FANTW,Female,No,30–44
7623-TRNQN,Male,No,30–44
9330-IJWIO,Female,No,45–59
1842-EZJMK,Male,No,<30
8079-XRJRS,Male,No,30–44
8073-IJDCM,Female,No,30–44
2869-ADAWR,Female,No,30–44
9894-EZEWG,Female,No,30–44
7851-FLGGQ,Male,No,45–59
0637-UBJRP,Male,No,30–44
0940-OUQEC,Male,No,45–59
0702-PGIBZ,Male,No,<30
1963-VAUKV,Female,No,30–44
3058-HJCUY,Male,No,30–44
3259-FDWOY,Male,No,60+
0807-ZABDG,Female,No,30–44
5748-RNCJT,Male,No,45–59
7739-LAXOG,Female,No,45–59
6034-ZRYCV,Female,No,45–59
2079-FBMZK,Female,No,45–59
6608-QQLVK,Male,No,30–44
6302-JGYRJ,Male,No,30–44
3685-YLCMQ,Male,No,30–44
8761-NSOBC,Male,No,30–44
8413-VONUO,Male,No,30–44
9223-UCPVT,Female,No,45–59
4351-QLCSU,Female,No,45–59
5419-JPRRN,Male,No,30–44
2100-BDNSN,Female,No,30–44
0488-GSLFR,Female,No,30–44
9318-NKNFC,Male,No,45–59
9728-FTTVZ,Female,No,30–44
7254-IQWOZ,Male,No,30–44
0742-NXBGR,Female,No,60+
6110-OHIHY,Male,No,30–44
5889-LFOLL,Female,No,<30
5708-EVONK,Female,No,30–44
8708-XPXHZ,Female,No,<30
7016-BPGEU,Female,No,45–59
6876-ADESB,Male,No,<30
1963-SVUCV,Male,No,45–59
0220-EBGCE,Male,No,45–59
2754-VDLTR,Male,No,45–59
3190-XFANI,Male,No,30–44
7551-DACSP,Male,No,45–59
0520-FDVVT,Male,No,<30
1444-VVSGW,Male,No,45–59
5712-PTIWW,Male,No,45–59
3315-TOTBP,Male,No,<30
1518-VOWAV,Female,No,30–44
5909-ECHUI,Female,No,45–59
1309-BXVOQ,Male,No,<30
2856-HYAPG,Female,No,60+
4488-PSYCG,Male,No,<30
6906-ANDWJ,Male,No,30–44
1031-IIDEO,Female,No,45–59
5832-XKAES,Male,No,45–59
4701-AHWMW,Male,No,30–44
9210-IAHGH,Female,No,45–59
0023-XUOPT,Female,No,<30
4592-IWTJI,Female,No,45–59
6518-LGAOV,Female,No,60+
7242-QZLXF,Male,No,<30
4576-CSAJH,Male,No,<30
1000-AJSLD,Male,No,<30
1062-LHZOD,Male,No,45–59
9600-NAXZN,Male,No,30–44
6457-USBER,Male,No,30–44
4662-EKDPQ,Male,No,30–44
9259-PACGQ,Female,No,<30
4415-IJZTP,Female,No,30–44
1465-VINDH,Female,No,30–44
2810-FTLEM,Female,No,<30
1925-TIBLE,Female,No,60+
1447-GIQMR,Male,No,45–59
0872-NXJYS,Female,No,30–44
9412-ARGBX,Female,No,45–59
2737-WFVYW,Female,No,<30
9850-OWRHQ,Female,No,45–59
8676-TRMJS,Male,No,<30
8182-PNAGI,Male,No,45–59
2180-DXNEG,Female,No,45–59
5515-AKOAJ,Female,No,30–44
8976-OQHGT,Female,No,30–44
5294-CDGWY,Male,No,45–59
5295-PCJOO,Male,No,30–44
9863-JZAIC,Male,No,60+
7660-HDPJV,Female,No,45–59
7931-PXHFC,Male,No,45–59
4919-MOAVT,Male,No,45–59
3090-HAWSU,Male,No,30–44
9820-RMCQV,Female,No,30–44
7839-QRKXN,Female,No,60+
5204-QZXPU,Male,No,45–59
4597-ELFTS,Male,No,45–59
8450-JOVAH,Male,No,60+
1113-IUJYX,Female,No,45–59
7758-XKCBS,Male,No,45–59
8992-JQYUN,Male,No,30–44
0617-AQNWT,Female,No,60+
2446-PLQVO,Male,No,30–44
8784-CGILN,Female,No,30–44
9451-LPGOO,Male,No,<30
2025-JKFWI,Male,No,30–44
4078-SAYYN,Female,No,45–59
9940-HPQPG,Female,No,45–59
6618-RYATB,Female,No,45–59
9079-YEXQJ,Female,No,45–59
2685-SREOM,Female,No,30–44
0402-CQAJN,Female,No,<30
6692-UDPJC,Female,No,60+
0295-PPHDO,Male,No,45–59
1195-OIYEJ,Male,No,45–59
5906-CVLHP,Female,No,60+
4501-EQDRN,Female,No,60+
2990-HWIML,Female,No,45–59
7384-GHBPI,Male,No,60+
7603-USHJS,Male,No,<30
5876-HZVZM,Female,No,45–59
3085-QUOZK,Female,No,45–59
3926-CUQZX,Male,No,<30
1041-RXHRA,Female,No,<30
1750-CSKKM,Male,No,30–44
8267-ZNYVZ,Female,No,45–59
6457-GIRWB,Male,No,45–59
1450-SKCVI,Female,No,<30
5570-PTWEH,Female,No,30–44
6502-MJQAE,Male,No,<30
7693-LCKZL,Male,No,45–59
0032-PGELS,Female,No,30–44
6797-LNAQX,Male,No,30–44
6394-MFYNG,Female,No,<30
8155-IBNHG,Female,No,45–59
4745-LSPLO,Male,No,<30
8083-YTZES,Male,No,45–59
3976-BWUCK,Female,No,60+
3585-ISXZP,Female,No,45–59
4174-LPGTI,Female,No,45–59
2108-XWMPY,Male,No,<30
6304-IJFSQ,Male,No,60+
0093-XWZFY,Male,No,45–59
7703-ZEKEF,Male,No,45–59
5482-NUPNA,Female,No,<30
1122-JWTJW,Male,No,60+
1699-HPSBG,Male,No,30–44
8775-CEBBJ,Female,No,30–44
0639-TSIQW,Female,No,<30
7590-VHVEG,Female,No,30–44
5575-GNVDE,Male,No,45–59
7795-CFOCW,Male,No,45–59
1452-KIOVK,Male,No,30–44
6713-OKOMC,Female,No,30–44
6388-TABGU,Male,No,45–59
9763-GRSKD,Male,No,30–44
7469-LKBCI,Male,No,<30
8091-TTVAX,Male,No,30–44
5129-JLPIS,Male,No,<30
3655-SNQYZ,Female,No,45–59
8191-XWSZG,Female,No,45–59
9959-WOFKT,Male,No,60+
4183-MYFRB,Female,No,30–44
1680-VDCWW,Male,No,45–59
3638-WEABW,Female,No,<30
6322-HRPFA,Male,No,30–44
6865-JZNKO,Female,No,<30
5248-YGIJN,Male,No,30–44
6827-IEAUQ,Female,No,45–59
7310-EGVHZ,Male,No,30–44
6234-RAAPL,Female,No,60+
6572-ADKRS,Female,No,<30
8865-TNMNX,Male,No,45–59
9489-DEDVP,Female,No,45–59
9867-JCZSP,Female,No,<30
4671-VJLCL,Female,No,30–44
4080-IIARD,Female,No,30–44
3714-NTNFO,Female,No,45–59
5948-UJZLF,Male,No,<30
7639-LIAYI,Male,No,<30
2954-PIBKO,Female,No,60+
8769-KKTPH,Female,No,30–44
3957-SQXML,Female,No,60+
5954-BDFSG,Female,No,30–44
0434-CSFON,Female,No,30–44
1215-FIGMP,Male,No,<30
0526-SXDJP,Male,No,30–44
0557-ASKVU,Female,No,30–44
5122-CYFXA,Female,No,45–59
8627-ZYGSZ,Male,No,30–44
3410-YOQBQ,Female,No,60+
3170-NMYVV,Female,No,30–44
7410-OIEDU,Male,No,<30
2273-QCKXA,Male,No,30–44
