customer_id,churned,churn_reference_date,monthly_charges,total_revenue,tenure_months
4229-CZMLL,1,2023-09-30,74.9,507.72,6
3663-MITLP,1,2023-09-30,101.25,1709.55,15
9025-ZRPVR,1,2023-09-30,18.95,633.26,9
3285-UCQVC,1,2023-09-30,28.6,973.55,37
3737-GCSPV,1,2023-09-30,96.2,1517.73,11
4088-YLDSU,1,2023-09-30,104.15,6326.6,55
5797-APWZC,1,2023-09-30,90.6,122.28,1
3683-QKIUE,1,2023-09-30,50.8,419.51,6
4228-ZGYUW,1,2023-09-30,90.05,447.06,4
3519-ZKXGG,1,2023-09-30,75.85,389.62,3
6416-TVAIH,1,2023-09-30,68.5,99.12,1
5108-ADXWO,1,2023-09-30,73.5,1219.43,11
3066-RRJIO,1,2023-09-30,69.95,82.99000000000001,1
6715-OFDBP,1,2023-09-30,70.05,417.7,5
1567-DSCIC,1,2023-09-30,94.0,964.77,8
2150-UWTFY,1,2023-09-30,61.15,2447.6099999999997,22
2683-BPJSO,1,2023-09-30,84.45,3289.83,29
2157-MXBJS,1,2023-09-30,75.3,1525.31,13
1087-UDSIH,1,2023-09-30,19.6,99.59,3
5445-PZWGX,1,2023-09-30,102.0,7140.21,62
9170-CCKOU,1,2023-09-30,90.2,1659.17,17
1043-YCUTE,1,2023-09-30,25.15,2066.35,56
3814-MLAXC,1,2023-09-30,79.85,2919.6800000000003,31
1226-UDFZR,1,2023-09-30,49.6,157.26,2
5442-UTCVD,1,2023-09-30,91.85,388.21000000000004,3
7734-DBOAI,1,2023-09-30,40.1,50.1,1
2114-MGINA,1,2023-09-30,89.8,1273.3,14
4489-SNOJF,1,2023-09-30,72.25,3453.0,35
2187-LZGPL,1,2023-09-30,40.1,293.3,7
9019-QVLZD,1,2023-09-30,79.55,121.68,1
3707-LRWZD,1,2023-09-30,84.05,4070.17,32
1455-ESIQH,1,2023-09-30,89.1,105.16,1
2979-SXESE,1,2023-09-30,94.4,2045.63,17
4013-TLDHQ,1,2023-09-30,78.25,1875.89,19
6121-VZNQB,1,2023-09-30,19.1,53.89,1
6996-KNSML,1,2023-09-30,74.9,110.15,1
2592-SEIFQ,1,2023-09-30,24.75,66.95,3
8642-GVWRF,1,2023-09-30,79.7,222.72,2
3400-ESFUW,1,2023-09-30,57.55,3590.4,55
2057-ZBLPD,1,2023-09-30,86.5,2695.32,21
5502-RLUYV,1,2023-09-30,103.95,10013.7,69
9039-RBEEE,1,2023-09-30,48.95,1880.85,39
8417-FMLZI,1,2023-09-30,83.55,639.01,6
0515-YPMCW,1,2023-09-30,70.45,123.32,1
0378-XSZPU,1,2023-09-30,60.3,4562.56,58
4729-XKASR,1,2023-09-30,24.75,24.75,1
5449-FIBXJ,1,2023-09-30,103.3,2545.46,19
9837-BMCLM,1,2023-09-30,78.5,337.69,3
0137-UDEUO,1,2023-09-30,19.85,141.0,3
4925-LMHOK,1,2023-09-30,58.6,1161.55,15
1455-UGQVH,1,2023-09-30,98.5,1048.65,10
8280-MQRQN,1,2023-09-30,50.45,74.15,1
2037-SGXHH,1,2023-09-30,94.65,5512.900000000001,38
3178-FESZO,1,2023-09-30,100.25,120.48,1
6087-MVHJH,1,2023-09-30,88.45,1846.8999999999999,16
4603-JANFB,1,2023-09-30,69.85,81.97999999999999,1
3018-TFTSU,1,2023-09-30,81.7,1079.16,12
4806-KEXQR,1,2023-09-30,79.9,496.54,4
7083-YNSKY,1,2023-09-30,25.4,1087.2,15
7434-SHXLS,1,2023-09-30,20.9,36.629999999999995,1
7908-QCBCA,1,2023-09-30,69.4,112.86000000000001,1
6711-FLDFB,1,2023-09-30,74.9,868.68,7
4702-IOQDC,1,2023-09-30,70.1,116.27,1
6178-KFNHS,1,2023-09-30,78.3,1338.85,12
1264-BYWMS,1,2023-09-30,96.8,7889.85,55
9658-WYUFB,1,2023-09-30,94.4,1988.44,17
2013-SGDXK,1,2023-09-30,84.3,95.92999999999999,1
3506-LCJDC,1,2023-09-30,19.95,27.979999999999997,1
3934-HXCFZ,1,2023-09-30,99.25,2628.0,23
7666-WKRON,1,2023-09-30,80.45,4155.1,39
4910-AQFFX,1,2023-09-30,79.35,956.28,9
2154-KVJFF,1,2023-09-30,79.75,1754.2999999999997,15
9647-ERGBE,1,2023-09-30,100.05,4238.35,30
3428-XZMAZ,1,2023-09-30,69.35,115.21,1
0378-TOVMS,1,2023-09-30,85.8,304.0,3
4355-HBJHH,1,2023-09-30,79.7,8158.99,67
0318-QUUOB,1,2023-09-30,80.55,124.22,1
5520-FVEWJ,1,2023-09-30,84.5,1404.46,12
5572-ZDXHY,1,2023-09-30,84.3,2495.19,22
3750-CKVKH,1,2023-09-30,67.75,140.15,2
4547-KQRTM,1,2023-09-30,80.05,1327.7,10
4877-EVATK,1,2023-09-30,20.0,66.77000000000001,1
7639-SUPCW,1,2023-09-30,48.8,1161.5,22
4658-HCOHW,1,2023-09-30,102.8,2460.2200000000003,21
3440-JPSCL,1,2023-09-30,99.95,578.61,6
2889-FPWRM,1,2023-09-30,117.8,11195.439999999999,72
4290-BSXUX,1,2023-09-30,79.65,381.56,3
0325-XBFAC,1,2023-09-30,94.7,976.2199999999999,8
2462-XIIJB,1,2023-09-30,92.5,468.95,5
4760-XOHVN,1,2023-09-30,19.45,48.18,1
7817-BOQPW,1,2023-09-30,75.55,249.04000000000002,2
1853-UDXBW,1,2023-09-30,70.0,108.8,1
5458-CQJTA,1,2023-09-30,74.8,7450.699999999999,65
5219-YIPTK,1,2023-09-30,104.4,3783.16,33
3540-RZJYU,1,2023-09-30,86.2,1670.65,15
2091-MJTFX,1,2023-09-30,51.2,1561.5,30
0883-EIBTI,1,2023-09-30,19.5,87.59,2
7571-YXDAD,1,2023-09-30,74.9,223.71,2
3393-FMZPV,1,2023-09-30,100.25,3293.75,25
7486-KSRVI,1,2023-09-30,100.0,6044.46,43
8443-WVPSS,1,2023-09-30,99.85,1423.7,10
3006-XIMLN,1,2023-09-30,94.2,279.58000000000004,2
6305-YLBMM,1,2023-09-30,104.05,7435.88,69
3647-GMGDH,1,2023-09-30,94.7,2746.5,22
6595-COKXZ,1,2023-09-30,44.45,92.76,1
0362-ZBZWJ,1,2023-09-30,84.9,3954.96,36
4211-MMAZN,1,2023-09-30,20.25,43.41,1
4274-OWWYO,1,2023-09-30,74.35,79.14999999999999,1
1541-ETJZO,1,2023-09-30,62.05,119.88,1
4106-HADHQ,1,2023-09-30,80.0,4575.25,39
2369-UAPKZ,1,2023-09-30,104.1,736.3499999999999,5
0637-KVDLV,1,2023-09-30,76.5,196.89,2
6633-MPWBS,1,2023-09-30,49.2,253.45,5
8785-EPNCG,1,2023-09-30,23.15,585.21,11
5729-KLZAR,1,2023-09-30,80.85,519.87,4
1582-RAFML,1,2023-09-30,60.1,83.73,1
8740-CRYFY,1,2023-09-30,78.95,102.91,1
2962-XPMCQ,1,2023-09-30,45.15,111.44,2
1678-FYZOW,1,2023-09-30,79.4,384.45000000000005,3
8627-EHGIP,1,2023-09-30,53.95,2375.4,44
5480-TBGPH,1,2023-09-30,99.3,3510.39,24
8854-CCVSQ,1,2023-09-30,80.65,2181.56,18
0511-JTEOY,1,2023-09-30,71.1,81.28999999999999,1
6532-YLWSI,1,2023-09-30,20.8,3027.8500000000004,53
5175-AOBHI,1,2023-09-30,46.0,253.88,4
5174-RNGBH,1,2023-09-30,66.25,853.8399999999999,9
7270-BDIOA,1,2023-09-30,90.0,2261.98,22
9565-JSNFM,1,2023-09-30,70.45,3878.58,38
0607-DAAHE,1,2023-09-30,19.75,2441.48,53
9732-KPKBW,1,2023-09-30,53.95,85.11,1
9560-ARGQJ,1,2023-09-30,81.0,1518.8700000000001,16
5134-IKDAY,1,2023-09-30,69.8,80.88,1
5380-AFSSK,1,2023-09-30,93.9,719.1,5
8714-EUHJO,1,2023-09-30,91.15,4194.219999999999,31
3721-CNEYS,1,2023-09-30,70.95,168.60999999999999,2
2568-OIADY,1,2023-09-30,99.5,5104.73,37
1193-RTSLK,1,2023-09-30,83.9,4608.44,38
5923-GXUOC,1,2023-09-30,104.4,1165.25,10
4432-ADRLB,1,2023-09-30,44.65,134.7,2
8993-PHFWD,1,2023-09-30,25.25,58.9,3
1565-RHDJD,1,2023-09-30,84.05,500.43,4
3765-JXVKY,1,2023-09-30,74.7,118.81,1
7330-WZLNC,1,2023-09-30,90.8,462.95,5
6635-MYYYZ,1,2023-09-30,85.35,3840.7,30
5378-IKEEG,1,2023-09-30,35.75,35.75,1
6413-XKKPU,1,2023-09-30,89.4,1865.68,17
1449-XQEMT,1,2023-09-30,19.8,103.50999999999999,3
2626-URJFX,1,2023-09-30,50.9,259.92,4
2612-RRIDN,1,2023-09-30,81.0,477.33000000000004,4
4735-ASGMA,1,2023-09-30,98.35,3559.7200000000003,26
3669-LVWZB,1,2023-09-30,51.0,305.95,5
6892-EZDTG,1,2023-09-30,91.65,452.64,4
9725-SCPZG,1,2023-09-30,90.85,91.97999999999999,1
5884-GCYMI,1,2023-09-30,69.4,107.93,1
7853-GVUDZ,1,2023-09-30,20.15,23.24,1
3943-KDREE,1,2023-09-30,74.95,2290.73,26
9239-ZBZZV,1,2023-09-30,47.95,305.1,6
4398-HSCJH,1,2023-09-30,63.6,166.57,3
4430-UZIPO,1,2023-09-30,36.85,108.7,3
4855-SNKMY,1,2023-09-30,44.1,48.510000000000005,1
8008-HAWED,1,2023-09-30,50.75,722.75,14
1502-XFCVR,1,2023-09-30,106.45,7015.27,58
9692-TUSXH,1,2023-09-30,96.05,2383.3,18
7912-SYRQT,1,2023-09-30,75.1,685.88,7
8292-TYSPY,1,2023-09-30,55.0,1158.2,19
1867-BDVFH,1,2023-09-30,74.35,934.74,11
2359-QWQUL,1,2023-09-30,104.7,4505.740000000001,39
9103-TCIHJ,1,2023-09-30,55.7,1509.6999999999998,15
4140-WJAWW,1,2023-09-30,19.85,138.9,5
6653-CBBOM,1,2023-09-30,70.3,86.22,1
6101-IMRMM,1,2023-09-30,94.5,684.9300000000001,6
8943-URTMR,1,2023-09-30,79.65,210.77999999999997,2
2955-PSXOE,1,2023-09-30,20.2,63.72,1
7762-URZQH,1,2023-09-30,106.05,8533.01,66
6907-NZZIJ,1,2023-09-30,99.15,4126.2,36
2911-UREFD,1,2023-09-30,55.9,2184.35,39
3744-ZRRDZ,1,2023-09-30,82.35,2120.81,21
5673-TIYIB,1,2023-09-30,40.4,77.15,2
1602-IJQQE,1,2023-09-30,75.35,454.54,4
4628-WQCQQ,1,2023-09-30,85.15,3923.45,35
1644-IRKSF,1,2023-09-30,93.8,3785.16,33
3705-PSNGL,1,2023-09-30,20.4,2073.45,45
2606-RMDHZ,1,2023-09-30,30.5,208.7,6
6861-OKBCE,1,2023-09-30,20.1,585.01,11
9940-RHLFB,1,2023-09-30,75.3,101.36,1
1383-EZRWL,1,2023-09-30,20.05,502.39,7
4759-TRPLW,1,2023-09-30,70.4,100.03,1
8563-IIOXK,1,2023-09-30,49.75,584.28,7
2982-VPSGI,1,2023-09-30,94.0,1361.27,11
8199-ZLLSA,1,2023-09-30,118.35,9322.369999999999,67
4625-EWPTF,1,2023-09-30,30.45,226.45,8
5980-NOPLP,1,2023-09-30,96.1,4858.660000000001,44
9874-QLCLH,1,2023-09-30,104.2,1826.97,17
6000-APYLU,1,2023-09-30,80.8,896.1600000000001,9
0947-IDHRQ,1,2023-09-30,80.3,811.1700000000001,7
9048-JVYVF,1,2023-09-30,69.35,298.27,3
1902-XBTFB,1,2023-09-30,89.4,2872.26,22
2794-XIMMO,1,2023-09-30,60.45,3184.25,53
8382-SHQEH,1,2023-09-30,84.9,996.95,8
2983-ZANRP,1,2023-09-30,73.55,162.4,2
7845-URHJN,1,2023-09-30,20.15,247.05,8
3034-ZBEQN,1,2023-09-30,34.7,1604.5,48
0302-JOIVN,1,2023-09-30,101.15,977.9399999999999,8
5366-IJEQJ,1,2023-09-30,88.7,1872.25,20
1981-INRFU,1,2023-09-30,79.75,181.14,2
4971-PUYQO,1,2023-09-30,94.55,3024.0299999999997,27
1527-SXDPN,1,2023-09-30,96.25,7532.93,52
8634-CILSZ,1,2023-09-30,104.7,8630.710000000001,69
6682-QJDGB,1,2023-09-30,55.25,2462.3999999999996,40
8780-IXSTS,1,2023-09-30,90.1,528.1999999999999,6
9530-EHPOH,1,2023-09-30,53.75,773.3299999999999,11
0345-HKJVM,1,2023-09-30,89.3,593.2,6
3049-SOLAY,1,2023-09-30,95.2,382.63,3
3235-ETOOB,1,2023-09-30,74.5,993.18,8
8058-INTPH,1,2023-09-30,79.65,102.13000000000001,1
8821-XNHVZ,1,2023-09-30,80.05,119.84,1
2082-OJVTK,1,2023-09-30,89.2,2814.35,29
5940-NFXKV,1,2023-09-30,83.65,1863.46,19
8053-WWDRO,1,2023-09-30,19.5,336.5,6
9564-KCLHR,1,2023-09-30,51.25,57.69,1
2082-CEFLT,1,2023-09-30,45.6,57.33,1
1213-NGCUN,1,2023-09-30,49.65,560.69,6
5688-KZTSN,1,2023-09-30,20.0,755.1500000000001,15
2894-QOJRX,1,2023-09-30,34.0,853.0,25
3143-JQEGI,1,2023-09-30,88.35,1454.59,13
6386-SZZKH,1,2023-09-30,107.95,5609.25,49
3521-SYVOR,1,2023-09-30,64.75,2466.1899999999996,37
9526-JAWYF,1,2023-09-30,89.8,2497.54,26
5649-VUKMC,1,2023-09-30,95.5,1532.8700000000001,12
4919-IKATY,1,2023-09-30,84.5,638.15,5
9050-QLROH,1,2023-09-30,90.7,2111.87,18
0877-SDMBN,1,2023-09-30,103.95,7986.43,54
8065-YKXKD,1,2023-09-30,74.75,855.9499999999999,10
9637-EIHEQ,1,2023-09-30,50.8,73.62,1
9689-PTNPG,1,2023-09-30,80.25,232.61,2
9465-RWMXL,1,2023-09-30,78.9,3170.1899999999996,32
2362-IBOOY,1,2023-09-30,84.75,4633.07,36
0843-WTBXE,1,2023-09-30,85.45,5388.04,53
5515-IDEJJ,1,2023-09-30,19.9,65.67,1
5376-DEQCP,1,2023-09-30,70.6,97.72,1
9095-HFAFX,1,2023-09-30,81.0,500.6,5
2379-ENZGV,1,2023-09-30,84.85,759.4200000000001,6
2722-VOJQL,1,2023-09-30,105.65,8453.82,64
5228-EXCET,1,2023-09-30,80.85,1171.72,13
7394-FKDNK,1,2023-09-30,89.45,1091.69,9
6331-LWDTQ,1,2023-09-30,72.15,1211.75,10
1597-FZREH,1,2023-09-30,76.4,244.08,2
0727-IWKVK,1,2023-09-30,79.9,914.32,9
3512-IZIKN,1,2023-09-30,65.3,7746.65,70
6141-OOXUQ,1,2023-09-30,19.65,36.9,1
7503-ZGUZJ,1,2023-09-30,84.65,146.95000000000002,1
8718-PTMEZ,1,2023-09-30,31.05,347.25,13
2207-OBZNX,1,2023-09-30,51.0,595.48,7
6142-VSJQO,1,2023-09-30,44.35,84.77000000000001,1
6437-UKHMV,1,2023-09-30,79.7,788.49,7
1114-CENIM,1,2023-09-30,55.0,3454.4500000000003,54
6289-CPNLD,1,2023-09-30,73.9,3504.61,33
5536-SLHPM,1,2023-09-30,77.75,5525.7,55
8837-VVWLQ,1,2023-09-30,84.95,926.88,8
2696-NARTR,1,2023-09-30,73.85,1420.59,11
7614-QVWQL,1,2023-09-30,51.8,2591.25,49
1809-DMJHQ,1,2023-09-30,46.0,341.15,5
6923-EFPNL,1,2023-09-30,51.75,241.01999999999998,4
9574-RKJIF,1,2023-09-30,94.4,3784.2,30
2619-WFQWU,1,2023-09-30,70.15,72.39,1
0778-NELLA,1,2023-09-30,34.7,296.1,9
4614-NUVZD,1,2023-09-30,81.1,103.96,1
3803-KMQFW,1,2023-09-30,20.55,58.47,1
6804-GDMOI,1,2023-09-30,106.6,8943.43,61
9572-MTILT,1,2023-09-30,106.75,9202.189999999999,59
9611-CTWIH,1,2023-09-30,89.45,288.9,3
0329-GTIAJ,1,2023-09-30,97.9,405.84000000000003,3
6629-CZTTH,1,2023-09-30,55.7,103.92,1
5364-EVNIB,1,2023-09-30,79.8,1374.89,13
5087-SUURX,1,2023-09-30,39.05,669.85,18
4929-BSTRX,1,2023-09-30,53.55,55.14,1
2225-ZRGSG,1,2023-09-30,93.9,6962.650000000001,70
5271-YNWVR,1,2023-09-30,113.15,9465.56,68
6330-JKLPC,1,2023-09-30,80.5,1023.4,11
4667-OHGKG,1,2023-09-30,19.3,68.5,1
1660-HSOOQ,1,2023-09-30,49.65,93.83000000000001,1
7253-UVNDW,1,2023-09-30,54.35,4539.35,46
7228-OMTPN,1,2023-09-30,88.45,567.21,4
2344-JMOGN,1,2023-09-30,94.85,1047.83,9
3799-ISUZQ,1,2023-09-30,69.95,777.44,7
1794-HBQTJ,1,2023-09-30,48.6,55.14,1
4818-DRBQT,1,2023-09-30,80.15,3020.12,29
1320-HTRDR,1,2023-09-30,75.5,363.13,3
1493-AMTIE,1,2023-09-30,20.2,31.18,1
6424-ELEYH,1,2023-09-30,74.75,335.03999999999996,3
4391-RESHN,1,2023-09-30,104.05,2844.54,23
6821-BUXUX,1,2023-09-30,96.65,1465.76,13
9801-GDWGV,1,2023-09-30,103.45,5349.3099999999995,39
2320-JRSDE,1,2023-09-30,19.9,27.39,1
0601-WZHJF,1,2023-09-30,46.35,667.7,14
5143-WMWOG,1,2023-09-30,19.95,37.56,1
5393-RXQSZ,1,2023-09-30,79.6,98.91999999999999,1
0231-LXVAP,1,2023-09-30,75.9,120.46000000000001,1
9444-JTXHZ,1,2023-09-30,76.2,161.35,1
5510-BOIUJ,1,2023-09-30,19.25,32.06,1
4471-KXAUH,1,2023-09-30,84.3,4039.06,42
7638-QVMVY,1,2023-09-30,79.0,705.58,7
3244-DCJWY,1,2023-09-30,70.25,93.25,1
7812-FZHPE,1,2023-09-30,24.1,720.3199999999999,17
4797-AXPXK,1,2023-09-30,60.0,113.47999999999999,1
5229-PRWKT,1,2023-09-30,86.55,847.73,8
5057-LCOUI,1,2023-09-30,50.75,2011.4,39
0156-FVPTA,1,2023-09-30,54.2,1751.98,22
1984-FCOWB,1,2023-09-30,109.5,10756.150000000001,70
0654-HMSHN,1,2023-09-30,104.4,3053.6,21
5196-SGOAK,1,2023-09-30,75.7,84.75,1
6108-OQZDQ,1,2023-09-30,97.95,424.42,4
0363-QJVFX,1,2023-09-30,108.15,4318.9800000000005,32
9840-DVNDC,1,2023-09-30,80.5,511.45000000000005,6
8042-JVNFH,1,2023-09-30,71.35,106.63,1
3374-LXDEV,1,2023-09-30,89.4,1244.02,13
5049-GLYVG,1,2023-09-30,20.6,67.86,1
5883-GTGVD,1,2023-09-30,99.95,1973.36,19
4817-QRJSX,1,2023-09-30,81.0,1313.05,10
9985-MWVIX,1,2023-09-30,70.15,112.24000000000001,1
2237-ZFSMY,1,2023-09-30,95.55,3867.5699999999997,39
6711-VTNRE,1,2023-09-30,87.55,4076.02,36
4548-SDBKE,1,2023-09-30,85.2,647.25,5
8066-POXGX,1,2023-09-30,35.1,446.1,13
4143-OOBWZ,1,2023-09-30,81.3,541.85,5
7854-EKTJL,1,2023-09-30,19.6,95.47,2
9102-IAYHT,1,2023-09-30,85.45,2263.52,17
3422-LYEPQ,1,2023-09-30,71.0,89.84,1
4361-JEIVL,1,2023-09-30,44.4,51.54,1
9507-EXLTT,1,2023-09-30,79.35,102.97999999999999,1
9846-GKXAS,1,2023-09-30,90.8,821.81,9
6017-PPLPX,1,2023-09-30,70.45,1800.75,20
4581-SSPWD,1,2023-09-30,75.8,271.90000000000003,3
0378-NHQXU,1,2023-09-30,88.25,1765.1200000000001,17
4512-ZUIYL,1,2023-09-30,70.0,228.57,2
7969-AULMZ,1,2023-09-30,97.35,2309.76,21
0568-ONFPC,1,2023-09-30,25.9,335.25,5
0733-VUNUW,1,2023-09-30,55.65,1676.31,24
4550-EVXNY,1,2023-09-30,69.65,118.89000000000001,1
2968-SSGAA,1,2023-09-30,100.6,1512.3000000000002,10
6777-TGHTM,1,2023-09-30,106.95,7364.9,53
3538-WZPHD,1,2023-09-30,29.6,79.45,3
8610-WFCJF,1,2023-09-30,95.6,7215.370000000001,49
4905-JEFDW,1,2023-09-30,41.6,470.6,11
7881-INRLC,1,2023-09-30,100.85,5375.4,45
0117-LFRMW,1,2023-09-30,40.2,1448.8,37
6172-FECYY,1,2023-09-30,84.5,6195.25,49
4786-UKSNZ,1,2023-09-30,20.2,31.45,1
4192-GORJT,1,2023-09-30,94.45,694.9000000000001,5
7240-ETPTR,1,2023-09-30,48.75,452.2,9
2202-CUYXZ,1,2023-09-30,84.85,120.91999999999999,1
5995-OIGLP,1,2023-09-30,56.65,750.49,12
6261-RCVNS,1,2023-09-30,73.9,3402.05,42
7951-QKZPL,1,2023-09-30,24.5,1870.48,33
3640-PHQXK,1,2023-09-30,89.9,2961.9500000000003,31
8019-ENHXU,1,2023-09-30,99.45,5702.89,42
9033-EOXWV,1,2023-09-30,74.05,1335.0,12
1522-VVDMG,1,2023-09-30,89.75,717.39,7
9185-TQCVP,1,2023-09-30,85.15,1398.92,14
8063-RJYNF,1,2023-09-30,94.25,1950.29,16
0687-ZVTHB,1,2023-09-30,72.45,6378.370000000001,65
9661-ACXBS,1,2023-09-30,105.2,5765.92,42
3727-RJMEO,1,2023-09-30,82.85,462.84000000000003,6
5685-IIXLY,1,2023-09-30,83.6,414.76,5
4250-ZBWLV,1,2023-09-30,108.45,8645.19,68
5095-AESKG,1,2023-09-30,91.5,347.78,3
1871-MOWRM,1,2023-09-30,80.85,1061.85,12
2027-OAQQC,1,2023-09-30,49.05,2055.91,43
1555-DJEQW,1,2023-09-30,114.2,8849.96,70
0519-XUZJU,1,2023-09-30,70.75,96.75,1
6338-AVWCY,1,2023-09-30,40.15,130.75,3
9445-SZLCH,1,2023-09-30,97.35,4335.3,36
7568-PODML,1,2023-09-30,45.3,45.3,1
5349-IECLD,1,2023-09-30,94.95,230.2,2
3945-GFWQL,1,2023-09-30,44.55,524.3100000000001,12
3797-VTIDR,1,2023-09-30,23.45,23.45,1
9526-BIHHD,1,2023-09-30,29.7,29.7,1
4523-WXCEF,1,2023-09-30,101.1,6584.469999999999,59
8364-TRMMK,1,2023-09-30,50.65,218.98000000000002,3
3063-QFSZL,1,2023-09-30,55.4,68.41,1
9249-FXSCK,1,2023-09-30,111.25,7667.0599999999995,52
5493-SDRDQ,1,2023-09-30,55.1,124.00999999999999,2
0871-URUWO,1,2023-09-30,102.25,1756.15,13
0870-VEMYL,1,2023-09-30,53.85,368.44,5
3982-XWFZQ,1,2023-09-30,50.25,2628.34,42
4009-ALQFH,1,2023-09-30,99.5,3560.05,25
3627-FCRDW,1,2023-09-30,71.0,884.8799999999999,9
7562-GSUHK,1,2023-09-30,93.2,2190.16,16
4903-UYAVB,1,2023-09-30,19.35,284.85,5
6776-TLWOI,1,2023-09-30,19.85,160.57999999999998,3
4077-CROMM,1,2023-09-30,104.2,3342.0699999999997,31
2868-MZAGQ,1,2023-09-30,79.25,99.23,1
4847-QNOKA,1,2023-09-30,44.9,86.68,1
6379-RXJRQ,1,2023-09-30,70.1,845.26,10
8650-RHRKE,1,2023-09-30,29.65,118.5,4
0475-RIJEP,1,2023-09-30,77.85,5478.4400000000005,43
1260-TTRXI,1,2023-09-30,54.3,435.9,4
4789-KWMXN,1,2023-09-30,110.85,6164.8099999999995,47
2867-UIMSS,1,2023-09-30,80.5,116.27000000000001,1
8111-RKSPX,1,2023-09-30,72.2,425.47,4
1585-MQSSU,1,2023-09-30,51.5,1657.3600000000001,17
8559-CIZFV,1,2023-09-30,77.5,2055.58,21
7547-EKNFS,1,2023-09-30,95.25,4698.969999999999,42
4439-JMPMT,1,2023-09-30,85.75,432.39,5
2575-GFSOE,1,2023-09-30,69.0,569.55,7
2842-JTCCU,1,2023-09-30,46.05,149.73,2
9681-OXGVC,1,2023-09-30,100.5,655.0,5
7153-OANIO,1,2023-09-30,69.95,97.53,1
6521-YYTYI,1,2023-09-30,93.3,101.28999999999999,1
8878-HMWBV,1,2023-09-30,49.15,301.42,3
3751-KTZEL,1,2023-09-30,35.05,35.05,1
0328-GRPMV,1,2023-09-30,70.1,87.47,1
4195-SMMNX,1,2023-09-30,20.35,97.26,2
6956-SMUCM,1,2023-09-30,99.0,397.57,3
3223-WZWJM,1,2023-09-30,83.95,2626.0,26
9053-JZFKV,1,2023-09-30,116.2,10022.26,67
2530-ENDWQ,1,2023-09-30,93.7,9462.27,71
6615-ZGEDR,1,2023-09-30,19.7,21.61,1
9250-WYPLL,1,2023-09-30,75.55,589.75,5
2754-XBHTB,1,2023-09-30,77.65,920.0699999999999,9
7055-VKGDA,1,2023-09-30,105.4,8342.32,54
0754-UKWQP,1,2023-09-30,95.85,272.56,2
7493-TPUWZ,1,2023-09-30,79.15,103.63000000000001,1
1577-HKTFG,1,2023-09-30,19.65,1116.65,30
8752-STIVR,1,2023-09-30,79.0,413.42999999999995,4
4558-FANTW,1,2023-09-30,91.85,2287.6000000000004,17
7623-TRNQN,1,2023-09-30,49.9,89.5,1
9330-IJWIO,1,2023-09-30,100.35,1412.9,13
1842-EZJMK,1,2023-09-30,103.7,6741.4400000000005,50
8079-XRJRS,1,2023-09-30,89.75,8957.33,65
8073-IJDCM,1,2023-09-30,20.3,46.67,1
2869-ADAWR,1,2023-09-30,89.3,4607.62,45
9894-EZEWG,1,2023-09-30,74.3,113.96,1
7851-FLGGQ,1,2023-09-30,44.65,44.65,1
0637-UBJRP,1,2023-09-30,84.05,1460.29,13
0940-OUQEC,1,2023-09-30,80.7,971.0799999999999,10
0702-PGIBZ,1,2023-09-30,101.7,467.71,4
1963-VAUKV,1,2023-09-30,20.4,42.519999999999996,1
3058-HJCUY,1,2023-09-30,102.6,6056.65,41
3259-FDWOY,1,2023-09-30,106.0,11084.84,71
0807-ZABDG,1,2023-09-30,55.1,232.77,3
5748-RNCJT,1,2023-09-30,106.5,9203.52,69
7739-LAXOG,1,2023-09-30,91.05,4525.9400000000005,32
6034-ZRYCV,1,2023-09-30,54.2,3937.45,72
2079-FBMZK,1,2023-09-30,69.25,654.56,6
6608-QQLVK,1,2023-09-30,50.5,90.08,1
6302-JGYRJ,1,2023-09-30,79.45,2795.71,31
3685-YLCMQ,1,2023-09-30,104.65,8645.720000000001,58
8761-NSOBC,1,2023-09-30,100.55,6286.629999999999,44
8413-VONUO,1,2023-09-30,95.65,200.82000000000002,2
9223-UCPVT,1,2023-09-30,94.4,112.74000000000001,1
4351-QLCSU,1,2023-09-30,55.0,87.74000000000001,1
5419-JPRRN,1,2023-09-30,101.45,111.83,1
2100-BDNSN,1,2023-09-30,67.95,444.8,5
0488-GSLFR,1,2023-09-30,69.5,77.81,1
9318-NKNFC,1,2023-09-30,18.85,59.34,1
9728-FTTVZ,1,2023-09-30,69.2,92.92,1
7254-IQWOZ,1,2023-09-30,69.65,98.35000000000001,1
0742-NXBGR,1,2023-09-30,82.3,115.71,1
6110-OHIHY,1,2023-09-30,79.25,426.88,3
5889-LFOLL,1,2023-09-30,84.6,1582.68,13
5708-EVONK,1,2023-09-30,93.4,5647.3,58
8708-XPXHZ,1,2023-09-30,94.2,4473.58,42
7016-BPGEU,1,2023-09-30,25.1,712.85,29
6876-ADESB,1,2023-09-30,48.95,83.35,1
1963-SVUCV,1,2023-09-30,45.3,103.67,1
0220-EBGCE,1,2023-09-30,85.85,195.58,2
2754-VDLTR,1,2023-09-30,95.2,1286.7,10
3190-XFANI,1,2023-09-30,100.6,5999.179999999999,49
7551-DACSP,1,2023-09-30,55.3,335.41,6
0520-FDVVT,1,2023-09-30,102.35,5020.5,35
1444-VVSGW,1,2023-09-30,115.65,9180.75,70
5712-PTIWW,1,2023-09-30,79.85,184.73,2
3315-TOTBP,1,2023-09-30,76.0,1803.75,15
1518-VOWAV,1,2023-09-30,74.65,1031.42,9
